 ,Mean1,Mean4,Mean6,Mean7
2171,643.078,888.720,713.916,800.393
2172,643.694,891.053,714.289,800.583
2173,644.180,891.258,714.294,800.858
2174,643.865,888.422,713.821,801.294
2175,642.988,885.651,713.885,801.666
2176,642.417,886.129,715.137,801.948
2177,642.533,889.088,716.664,802.176
2178,642.637,890.792,717.138,802.230
2179,642.164,889.053,716.239,802.122
2180,641.296,885.789,715.124,802.094
2181,640.472,884.890,714.936,802.159
2182,640.190,887.445,715.630,802.036
2183,640.398,890.478,716.047,801.557
2184,640.291,890.375,715.566,800.857
2185,639.528,887.424,714.694,800.153
2186,638.547,885.239,714.394,799.755
2187,638.017,886.522,715.017,799.935
2188,637.891,889.735,716.081,800.631
2189,637.732,891.026,716.606,801.370
2190,637.296,888.831,716.086,801.691
2191,636.960,886.177,715.254,801.850
2192,637.526,887.135,715.452,802.321
2193,639.263,892.437,716.916,803.057
2194,641.398,898.784,718.604,803.560
2195,642.727,902.336,719.277,803.541
2196,642.671,902.366,718.917,803.152
2197,641.813,901.661,718.580,802.676
2198,641.313,902.491,719.108,802.359
2199,641.623,903.882,720.044,802.358
2200,642.116,903.354,720.194,802.570
2201,641.979,900.349,718.972,802.790
2202,641.626,897.476,717.452,802.998
2203,641.922,897.290,717.138,803.340
2204,642.732,898.953,717.957,803.689
2205,643.109,899.184,718.460,803.774
2206,642.616,896.022,717.588,803.522
2207,641.905,891.458,715.873,803.188
2208,641.398,889.205,714.725,803.248
2209,640.957,890.343,714.830,803.721
2210,640.400,892.036,715.670,804.242
2211,639.661,890.932,716.073,804.581
2212,639.024,887.212,715.436,804.808
2213,638.569,884.612,714.477,805.180
2214,638.256,885.902,714.257,805.620
2215,637.927,889.504,714.926,805.767
2216,637.604,890.800,715.524,805.434
2217,637.201,887.907,715.352,804.853
2218,636.810,883.722,714.758,804.396
2219,636.616,882.444,714.523,804.320
2220,636.912,884.991,714.945,804.563
2221,637.637,888.889,715.399,804.826
2222,638.448,891.666,715.493,804.960
2223,639.019,893.506,715.481,804.951
2224,639.315,896.081,716.048,804.934
2225,639.547,899.607,717.236,804.838
2226,639.787,901.829,718.315,804.609
2227,640.007,900.168,718.470,804.370
2228,640.040,895.012,717.638,804.336
2229,639.725,890.122,716.624,804.425
2230,639.600,888.750,716.214,804.455
2231,639.910,890.463,716.263,804.612
2232,640.320,891.680,715.967,804.990
2233,640.415,889.958,715.059,805.317
2234,640.031,886.697,714.415,805.342
2235,639.254,885.191,714.834,805.138
2236,638.306,886.518,715.759,804.962
2237,637.121,888.126,716.102,804.740
2238,635.919,886.961,715.366,804.255
2239,635.114,883.197,714.281,803.672
2240,634.988,880.443,713.930,803.334
2241,635.256,881.080,714.721,803.382
2242,635.384,883.640,715.922,803.636
2243,635.175,884.325,716.314,803.731
2244,634.799,881.655,715.436,803.631
2245,634.296,878.168,714.198,803.522
2246,634.021,877.308,713.827,803.651
2247,634.190,879.269,714.367,804.011
2248,634.363,881.357,714.890,804.381
2249,634.483,881.818,714.797,804.487
2250,634.860,882.155,714.548,804.212
2251,635.723,884.720,714.844,803.847
2252,636.744,888.991,715.728,803.683
2253,637.448,891.851,716.472,803.703
2254,637.540,890.781,716.364,803.535
2255,637.107,886.669,715.673,803.086
2256,636.455,883.246,715.091,802.721
2257,636.024,883.217,715.146,802.809
2258,636.019,885.602,715.519,803.143
2259,636.353,886.801,715.483,803.127
2260,636.690,884.522,714.475,802.654
2261,636.675,880.399,712.890,802.300
2262,636.846,877.966,711.759,802.626
2263,637.355,878.394,711.670,803.410
2264,637.858,879.483,711.941,803.850
2265,637.846,878.564,711.634,803.521
2266,637.230,875.921,711.015,802.764
2267,636.415,874.571,711.017,802.276
2268,636.118,876.590,711.950,802.391
2269,636.102,880.192,712.932,802.917
2270,635.991,881.758,713.099,803.353
2271,635.557,879.838,712.443,803.458
2272,635.085,877.089,711.901,803.405
2273,635.026,876.841,712.245,803.407
2274,635.502,878.988,713.309,803.318
2275,636.111,880.298,714.222,802.797
2276,636.102,878.552,714.195,802.122
2277,635.408,875.179,713.583,801.995
2278,634.789,873.805,713.285,802.606
2279,634.758,876.184,713.832,803.610
2280,635.033,880.832,714.976,804.671
2281,635.000,884.840,716.090,805.570
2282,634.841,886.645,716.766,805.924
2283,634.995,887.456,717.272,805.642
2284,635.818,889.014,717.980,804.990
2285,637.100,890.747,718.650,804.426
2286,637.941,890.166,718.770,804.040
2287,637.621,886.418,718.143,803.703
2288,636.533,882.348,717.316,803.231
2289,635.645,881.356,716.941,802.707
2290,635.467,883.430,717.159,802.310
2291,635.704,885.088,717.399,801.957
2292,635.796,883.358,716.946,801.373
2293,635.697,879.201,715.995,800.572
2294,635.701,876.288,715.415,800.002
2295,636.057,876.763,715.733,799.994
2296,636.585,878.904,716.456,800.353
2297,637.121,879.328,716.546,800.649
2298,637.310,876.805,715.538,800.692
2299,637.109,873.680,714.158,800.533
2300,636.576,872.942,713.655,800.386
2301,635.846,874.941,714.230,800.179
2302,634.543,876.808,714.904,799.844
2303,632.673,876.185,714.847,799.382
2304,631.090,873.862,714.467,799.122
2305,630.716,872.932,714.624,799.463
2306,631.346,874.487,715.331,800.451
2307,632.047,876.251,715.829,801.482
2308,632.464,875.368,715.567,801.937
2309,632.870,872.495,714.929,801.814
2310,633.555,871.556,715.030,801.443
2311,634.476,875.031,716.561,801.092
2312,635.303,880.751,718.725,800.823
2313,635.424,884.139,719.834,800.674
2314,634.656,883.192,718.927,800.544
2315,633.562,880.545,716.953,800.425
2316,633.346,879.734,715.802,800.320
2317,634.088,881.109,716.213,800.078
2318,634.960,881.915,717.171,799.743
2319,635.443,880.012,717.314,799.527
2320,635.768,876.806,716.541,799.589
2321,636.159,875.643,715.800,799.725
2322,636.903,877.491,715.730,799.829
2323,637.988,879.853,716.012,799.964
2324,639.045,879.645,716.025,800.022
2325,639.455,876.681,715.491,799.772
2326,639.204,874.159,715.086,799.264
2327,639.100,874.731,715.443,798.966
2328,639.469,877.424,716.230,798.987
2329,639.991,878.754,716.168,799.088
2330,640.005,876.627,714.944,799.115
2331,639.386,873.075,713.769,799.176
2332,638.533,871.656,713.762,799.231
2333,638.448,873.090,714.726,799.171
2334,639.090,874.560,715.588,799.045
2335,639.730,873.107,715.373,799.101
2336,639.460,869.379,714.386,799.350
2337,638.642,866.755,713.914,799.869
2338,638.424,868.017,714.617,800.359
2339,639.320,872.696,715.965,800.499
2340,640.517,877.724,717.021,800.160
2341,641.017,880.505,717.303,799.638
2342,640.637,881.286,717.030,799.171
2343,639.967,882.454,717.057,798.769
2344,639.635,884.576,717.553,798.524
2345,639.635,885.264,717.909,798.457
2346,639.758,882.359,717.343,798.474
2347,639.948,877.215,716.060,798.682
2348,640.569,873.774,715.117,798.938
2349,641.791,874.018,715.040,799.224
2350,643.009,875.883,715.271,799.412
2351,643.481,875.846,714.801,799.244
2352,643.130,873.038,713.401,798.571
2353,642.573,870.280,712.183,798.015
2354,641.927,870.336,712.160,798.079
2355,641.100,872.442,713.043,798.523
2356,640.239,873.499,713.591,798.674
2357,639.825,871.693,713.120,798.135
2358,640.095,868.653,712.157,797.218
2359,640.955,867.406,711.680,796.591
2360,641.995,868.715,712.148,796.426
2361,642.863,870.452,712.841,796.381
2362,643.012,869.943,712.830,796.221
2363,642.348,867.385,712.120,796.126
2364,641.500,865.857,711.617,796.169
2365,640.898,867.454,711.848,796.253
2366,640.327,870.474,712.664,796.362
2367,640.232,871.545,713.495,796.589
2368,641.168,869.907,714.082,796.897
2369,643.175,869.367,714.557,797.152
2370,645.592,873.159,715.239,797.399
2371,647.417,879.466,716.164,797.574
2372,647.723,883.444,716.816,797.498
2373,646.891,882.773,716.614,797.052
2374,646.109,879.687,715.764,796.627
2375,646.498,877.973,715.245,796.438
2376,647.540,878.830,715.288,796.297
2377,648.434,880.028,715.284,795.925
2378,648.806,878.552,714.584,795.312
2379,648.839,874.420,713.506,794.652
2380,648.784,871.006,712.994,794.103
2381,648.652,870.932,713.599,793.827
2382,648.365,873.068,714.590,793.770
2383,647.863,874.002,714.754,793.675
2384,647.531,871.998,713.943,793.421
2385,647.820,869.456,713.332,793.124
2386,648.611,869.773,713.959,793.052
2387,649.602,872.844,715.473,793.139
2388,650.512,874.912,716.620,793.173
2389,651.005,873.024,716.401,792.859
2390,650.884,868.638,715.506,792.207
2391,650.585,865.755,715.214,791.572
2392,650.472,866.326,715.853,791.287
2393,650.405,868.359,716.365,791.409
2394,650.121,868.497,716.027,791.779
2395,649.602,866.128,714.955,792.308
2396,649.121,863.840,714.013,793.025
2397,649.116,864.591,714.106,793.837
2398,649.927,868.610,715.250,794.359
2399,651.436,873.552,716.600,794.387
2400,653.092,876.635,717.272,793.993
2401,654.185,877.326,717.440,793.546
2402,654.600,877.475,717.786,793.455
2403,654.429,878.528,718.417,793.729
2404,653.934,879.340,718.426,793.878
2405,653.294,877.864,717.220,793.650
2406,652.389,874.256,715.531,793.359
2407,651.306,871.215,714.570,793.464
2408,650.455,870.736,714.775,793.947
2409,650.076,871.974,715.459,794.308
2410,649.483,872.080,715.396,794.229
2411,648.301,869.648,714.310,793.954
2412,647.076,866.608,713.081,793.878
2413,646.789,865.793,712.892,794.215
2414,647.431,867.426,713.875,794.596
2415,648.334,868.576,715.154,794.628
2416,649.062,866.868,715.813,794.253
2417,649.261,863.714,716.088,793.868
2418,649.064,862.806,716.834,793.961
2419,648.877,865.235,718.289,794.576
2420,648.765,868.444,719.585,795.076
2421,648.543,869.063,719.830,795.063
2422,648.386,866.792,719.127,794.695
2423,648.481,864.245,718.617,794.574
2424,648.645,863.605,718.884,795.018
2425,648.668,864.344,719.455,795.933
2426,648.415,864.326,719.487,796.916
2427,648.171,862.943,718.787,797.545
2428,648.190,862.433,718.226,797.659
2429,648.727,865.402,718.984,797.303
2430,649.867,871.182,720.898,796.788
2431,651.206,875.890,722.600,796.449
2432,652.291,876.539,722.990,796.399
2433,652.903,874.253,722.035,796.384
2434,653.014,872.571,720.894,796.294
2435,652.934,873.740,720.743,796.577
2436,652.787,876.204,721.291,797.448
2437,652.668,876.625,721.294,798.483
2438,652.512,873.953,720.287,799.059
2439,652.261,870.878,719.221,799.200
2440,652.107,870.523,719.260,799.229
2441,652.012,872.650,720.309,799.325
2442,651.773,873.810,721.233,799.380
2443,651.502,871.486,721.070,799.344
2444,651.261,867.195,720.269,799.306
2445,650.945,864.720,719.976,799.473
2446,650.626,865.608,720.546,800.085
2447,650.348,867.395,721.116,801.051
2448,650.130,866.798,720.560,801.887
2449,649.796,863.952,719.097,802.233
2450,649.028,862.049,717.920,802.303
2451,648.154,863.356,718.034,802.260
2452,647.794,866.248,719.101,802.014
2453,647.855,867.164,719.898,801.292
2454,647.758,864.751,719.703,800.405
2455,647.332,861.491,718.994,799.981
2456,646.969,860.580,718.747,800.289
2457,647.069,862.231,719.309,800.968
2458,647.289,863.928,720.033,801.586
2459,647.133,863.577,720.311,801.956
2460,646.945,862.597,720.275,802.207
2461,647.616,863.921,720.932,802.506
2462,648.931,867.795,722.313,802.851
2463,649.884,871.265,723.259,803.077
2464,650.216,871.606,722.952,803.048
2465,650.026,869.343,721.933,802.922
2466,649.661,867.375,721.249,803.106
2467,649.287,868.007,721.198,803.834
2468,648.865,869.969,721.591,804.695
2469,648.161,870.052,721.907,805.119
2470,647.360,866.974,721.589,805.075
2471,646.991,863.136,720.888,804.911
2472,647.059,862.037,720.603,804.983
2473,646.983,864.079,721.080,805.183
2474,646.351,866.189,721.682,805.092
2475,645.412,865.273,721.638,804.414
2476,644.673,862.047,721.101,803.705
2477,644.481,860.329,721.159,803.610
2478,644.775,862.227,722.300,804.195
2479,645.258,865.605,723.444,804.923
2480,645.656,866.842,723.247,805.337
2481,645.557,864.904,721.719,805.381
2482,645.055,862.566,720.201,805.261
2483,644.614,862.566,719.788,805.346
2484,644.690,864.410,720.297,805.666
2485,644.998,865.112,720.637,805.935
2486,644.886,863.131,720.148,805.968
2487,644.123,860.467,719.540,805.864
2488,643.287,860.170,719.947,805.953
2489,642.538,862.699,721.565,806.432
2490,641.960,865.935,723.350,807.118
2491,641.526,867.897,724.335,807.660
2492,641.370,869.121,724.776,807.890
2493,641.581,871.389,725.460,807.944
2494,642.078,875.107,726.522,807.916
2495,642.751,878.281,727.206,807.582
2496,643.270,878.614,726.837,806.915
2497,643.491,876.152,725.450,806.207
2498,643.050,873.578,724.198,805.671
2499,642.306,873.386,724.174,805.297
2500,641.810,875.085,724.942,804.930
2501,641.991,875.944,725.283,804.502
2502,642.512,874.159,724.657,804.026
2503,642.941,871.176,723.649,803.680
2504,643.190,869.772,723.029,803.599
2505,643.460,870.918,722.815,803.921
2506,643.659,872.818,722.640,804.373
2507,643.438,872.590,722.369,804.466
2508,642.780,869.640,722.137,804.142
2509,641.822,866.885,722.368,804.099
2510,641.033,867.159,723.146,804.824
2511,640.713,869.423,724.017,805.887
2512,640.536,870.191,724.218,806.395
2513,640.081,868.029,723.510,806.063
2514,639.550,865.239,722.579,805.338
2515,639.327,864.973,722.205,805.063
2516,639.457,867.305,722.472,805.440
2517,639.543,869.317,722.571,806.037
2518,639.474,868.553,721.927,806.398
2519,639.291,866.004,720.993,806.485
2520,639.033,864.812,720.695,806.700
2521,638.671,866.110,721.179,807.279
2522,638.244,867.841,721.703,808.153
2523,637.735,867.338,721.580,808.773
2524,637.206,864.716,720.907,808.894
2525,636.964,862.913,720.509,808.904
2526,637.107,864.594,721.229,809.381
2527,637.502,869.220,722.888,810.301
2528,638.059,873.447,724.520,810.887
2529,638.543,874.644,725.260,810.497
2530,638.860,873.719,725.303,809.569
2531,639.187,873.656,725.455,809.153
2532,639.640,875.132,725.791,809.438
2533,640.066,875.861,725.561,809.809
2534,639.744,873.858,724.310,809.870
2535,638.763,870.202,722.782,809.801
2536,638.036,867.897,722.156,809.864
2537,638.024,868.508,722.819,809.913
2538,638.237,870.091,723.765,809.744
2539,638.076,869.328,723.453,809.119
2540,637.173,865.552,721.843,808.206
2541,636.026,861.715,720.452,807.452
2542,635.422,860.824,720.523,807.238
2543,635.441,862.436,721.529,807.452
2544,635.154,863.293,721.992,807.514
2545,634.284,861.501,721.210,807.071
2546,633.273,858.841,720.085,806.479
2547,632.927,858.482,719.901,806.401
2548,633.495,860.637,720.872,806.864
2549,634.555,862.415,721.994,807.348
2550,635.384,861.313,722.296,807.385
2551,635.704,858.071,721.960,807.280
2552,635.711,856.013,721.971,807.745
2553,635.853,857.166,722.817,809.115
2554,635.972,859.574,723.938,811.070
2555,635.531,859.813,724.374,812.912
2556,634.652,857.287,723.981,814.160
2557,634.227,855.138,723.518,814.968
2558,634.936,856.535,723.805,815.800
2559,636.336,861.000,724.871,816.733
2560,637.687,864.986,725.812,817.416
2561,638.668,865.575,725.917,817.501
2562,639.469,863.833,725.349,817.121
2563,640.026,862.999,725.231,816.871
2564,640.130,864.491,725.985,816.936
2565,639.763,866.288,727.004,817.235
2566,639.275,865.645,727.228,817.390
2567,638.953,862.573,726.611,817.258
2568,639.050,860.229,726.028,817.173
2569,639.175,860.963,726.003,817.576
2570,638.983,863.422,726.182,818.300
2571,638.405,863.937,725.863,818.620
2572,637.675,860.832,724.939,818.239
2573,636.934,856.543,724.022,817.627
2574,636.310,854.898,723.775,817.412
2575,636.133,856.519,724.046,817.712
2576,636.498,858.325,724.171,818.033
2577,637.055,857.363,723.664,817.813
2578,636.988,854.246,722.917,817.045
2579,636.353,852.474,722.914,816.401
2580,635.742,853.892,723.944,816.236
2581,635.299,856.487,725.018,816.224
2582,634.727,856.870,724.878,815.986
2583,633.950,854.331,723.297,815.748
2584,633.415,851.725,721.337,815.955
2585,633.626,851.695,720.240,816.440
2586,634.396,853.341,720.191,816.759
2587,634.498,853.716,720.251,816.729
2588,633.559,851.910,719.737,816.527
2589,632.569,850.771,719.192,816.361
2590,632.822,853.313,719.764,816.482
2591,634.372,858.992,721.420,816.869
2592,636.296,863.939,722.818,817.055
2593,637.879,865.001,723.065,816.551
2594,638.661,862.801,722.602,815.552
2595,638.960,860.833,722.638,814.662
2596,639.173,861.251,723.642,814.259
2597,639.173,862.646,724.853,814.317
2598,638.841,862.338,725.206,814.533
2599,638.249,859.956,724.276,814.557
2600,637.654,858.039,722.785,814.513
2601,637.128,858.509,721.990,814.766
2602,636.799,860.406,722.168,815.361
2603,636.723,860.956,722.399,815.804
2604,636.870,858.694,721.884,815.737
2605,637.261,855.581,720.877,815.369
2606,637.474,854.821,720.527,815.233
2607,637.256,856.775,721.185,815.557
2608,636.836,858.613,721.986,815.981
2609,636.358,857.594,721.880,815.886
2610,635.943,854.266,721.071,815.296
2611,635.927,852.008,720.437,814.953
2612,636.382,852.938,720.428,815.381
2613,636.706,855.422,720.719,816.206
2614,636.336,856.157,720.559,816.727
2615,635.436,854.081,719.862,816.743
2616,634.519,851.539,719.498,816.568
2617,634.045,851.393,720.473,816.593
2618,633.896,854.030,722.305,816.693
2619,633.346,857.605,723.847,816.735
2620,632.533,860.375,724.385,816.767
