 ,Mean1,Mean4,Mean6,Mean7
2983,630.912,862.204,727.040,810.048
2984,630.675,859.129,726.587,809.922
2985,630.716,857.795,726.382,810.024
2986,630.950,859.616,726.864,810.318
2987,631.434,862.190,727.363,810.676
2988,631.796,862.546,727.186,811.043
2989,631.768,861.259,726.625,811.610
2990,631.616,861.818,726.718,812.411
2991,632.121,866.295,727.874,813.242
2992,633.216,872.255,729.423,813.767
2993,633.768,875.239,730.380,813.780
2994,633.111,873.726,730.242,813.493
2995,632.078,870.834,729.694,813.345
2996,631.467,870.397,729.739,813.505
2997,631.408,872.473,730.559,813.918
2998,631.576,874.055,731.136,814.245
2999,631.464,872.547,730.579,814.248
3000,631.026,869.399,729.451,814.088
3001,630.998,868.229,729.067,814.337
3002,632.088,870.295,729.768,815.253
3003,633.751,872.924,730.665,816.283
3004,634.538,872.736,730.693,816.700
3005,634.038,869.745,729.833,816.438
3006,633.277,867.270,729.182,816.008
3007,633.066,867.877,729.476,815.796
3008,633.216,870.225,730.227,815.786
3009,633.111,870.786,730.346,815.819
3010,632.803,868.146,729.369,815.771
3011,632.919,865.263,728.369,815.604
3012,633.773,865.832,728.413,815.551
3013,635.031,869.354,729.394,815.620
3014,635.585,871.914,730.275,815.594
3015,635.137,871.147,730.425,815.228
3016,634.746,869.294,730.225,814.922
3017,635.678,870.437,730.527,815.043
3018,637.749,875.036,731.654,815.686
3019,639.514,879.422,732.968,816.503
3020,640.090,879.920,733.357,817.019
3021,639.993,876.954,732.522,817.049
3022,640.571,874.211,731.371,816.989
3023,642.528,874.106,731.151,817.206
3024,644.874,875.423,731.563,817.385
3025,645.986,874.785,731.344,817.045
3026,645.635,871.068,730.083,816.379
3027,644.844,867.229,728.617,815.963
3028,644.502,866.604,728.114,816.057
3029,644.879,868.641,728.601,816.448
3030,645.455,869.566,729.025,816.834
3031,645.405,866.907,728.495,817.046
3032,644.566,862.628,727.261,817.024
3033,643.855,860.522,726.395,816.753
3034,644.175,861.674,726.455,816.293
3035,645.111,863.472,726.909,815.836
3036,645.701,862.724,726.833,815.539
3037,645.585,859.514,726.193,815.417
3038,644.962,857.137,725.879,815.425
3039,644.026,857.921,726.512,815.658
3040,642.668,860.206,727.515,816.073
3041,640.934,860.811,727.666,816.460
3042,639.756,859.294,726.732,816.587
3043,640.211,858.892,726.050,816.698
3044,642.047,862.066,726.987,817.098
3045,643.616,866.788,728.917,817.688
3046,643.763,869.009,730.227,818.029
3047,642.528,866.860,729.915,817.887
3048,640.908,862.900,728.883,817.552
3049,639.884,861.115,728.490,817.401
3050,639.716,862.478,729.272,817.547
3051,640.192,864.067,730.336,817.677
3052,640.981,863.030,730.476,817.465
3053,641.962,859.996,729.535,816.922
3054,642.787,858.402,728.408,816.583
3055,643.019,860.026,727.857,816.817
3056,642.464,862.710,727.642,817.340
3057,641.382,862.736,727.258,817.514
3058,640.358,859.362,726.686,817.062
3059,639.647,855.860,726.628,816.288
3060,639.382,855.638,727.432,815.816
3061,639.666,858.316,728.603,815.826
3062,640.028,860.327,729.160,815.826
3063,639.780,859.187,728.483,815.394
3064,639.268,856.270,727.314,814.841
3065,639.299,855.201,726.936,814.764
3066,640.024,857.138,727.785,815.247
3067,640.801,859.780,728.870,815.838
3068,641.505,860.374,728.982,816.263
3069,642.159,859.375,728.461,816.774
3070,642.775,860.021,728.621,817.593
3071,642.893,864.158,729.968,818.448
3072,642.588,869.503,731.605,818.906
3073,642.073,871.551,732.420,818.788
3074,641.566,868.967,732.178,818.384
3075,641.419,865.050,731.706,818.297
3076,641.765,863.522,731.596,818.688
3077,642.462,864.321,731.653,819.225
3078,643.002,864.161,731.212,819.484
3079,642.822,861.264,730.174,819.393
3080,642.038,857.913,729.298,819.090
3081,641.081,857.283,729.276,818.881
3082,640.427,859.359,730.069,818.905
3083,640.256,861.110,730.971,819.001
3084,640.346,860.016,731.172,818.777
3085,640.021,856.988,730.663,818.106
3086,639.429,855.244,730.360,817.351
3087,638.851,856.454,730.823,816.918
3088,638.462,858.169,731.616,816.834
3089,638.149,856.874,731.944,816.761
3090,638.166,852.505,731.543,816.504
3091,638.991,848.990,731.039,816.124
3092,640.524,849.073,731.192,816.011
3093,642.062,851.301,731.898,816.299
3094,642.742,852.216,732.248,816.766
3095,642.701,850.613,731.885,817.121
3096,642.723,849.428,731.724,817.324
3097,643.045,852.016,732.912,817.552
3098,643.400,858.113,735.256,817.875
3099,643.384,863.524,737.140,818.130
3100,643.109,864.420,737.137,818.247
3101,642.855,861.830,735.594,818.331
3102,642.666,859.969,734.346,818.545
3103,642.773,860.895,734.439,818.920
3104,643.384,862.299,735.262,819.185
3105,644.130,861.299,735.464,819.156
3106,644.287,858.038,734.825,818.791
3107,643.675,855.612,734.233,818.296
3108,642.773,856.343,734.468,817.923
3109,642.161,858.887,735.255,817.843
3110,641.853,859.662,735.584,817.799
3111,641.618,857.126,735.020,817.631
3112,641.483,853.685,734.155,817.444
3113,641.571,852.714,733.750,817.261
3114,641.678,854.355,733.935,817.082
3115,641.500,855.459,734.198,816.897
3116,641.090,853.553,733.791,816.820
3117,641.142,850.240,732.818,817.022
3118,642.225,848.969,732.231,817.565
3119,643.791,850.840,732.537,818.159
3120,644.768,853.165,732.929,818.431
3121,644.687,852.753,732.306,818.272
3122,644.073,850.009,730.955,818.003
3123,643.905,848.333,730.281,818.119
3124,644.694,850.255,731.120,818.770
3125,646.052,854.904,733.006,819.793
3126,647.386,859.093,734.871,820.622
3127,648.363,860.626,736.022,820.767
3128,649.126,860.348,736.464,820.246
3129,649.796,860.416,736.749,819.478
3130,650.531,861.278,737.232,818.901
3131,651.114,861.191,737.342,818.636
3132,651.438,858.606,736.229,818.629
3133,651.602,855.034,734.329,818.773
3134,651.699,853.552,733.130,819.010
3135,651.810,855.214,733.315,819.280
3136,651.654,857.487,733.890,819.520
3137,651.028,856.920,733.547,819.479
3138,649.711,853.784,732.399,819.043
3139,648.173,851.792,731.556,818.429
3140,647.009,853.407,731.824,817.870
3141,646.419,856.762,732.761,817.332
3142,646.118,857.942,733.280,816.574
3143,645.664,855.525,732.739,815.686
3144,645.154,852.319,731.687,815.341
3145,645.168,851.786,731.239,815.734
3146,645.962,853.675,731.586,816.323
3147,646.870,854.438,731.738,816.376
3148,646.927,851.949,730.950,815.813
3149,646.251,848.442,730.065,815.323
3150,645.611,847.508,730.603,815.598
3151,645.559,850.166,732.743,816.580
3152,645.768,854.378,735.054,817.677
3153,645.836,857.556,736.182,818.350
3154,645.903,858.842,736.016,818.621
3155,646.211,859.721,735.383,818.843
3156,646.521,861.474,735.103,819.142
3157,646.152,862.978,735.031,819.151
3158,645.137,861.839,734.247,818.560
3159,644.019,858.032,732.617,817.568
3160,643.313,854.672,731.251,816.679
3161,643.178,854.360,731.193,816.325
3162,643.562,856.420,732.015,816.359
3163,644.052,857.632,732.374,816.296
3164,644.164,855.815,731.733,815.852
3165,643.855,852.685,730.752,815.245
3166,643.457,851.707,730.378,815.045
3167,643.481,853.590,730.546,815.324
3168,643.656,855.397,730.328,815.739
3169,643.488,854.443,729.325,816.028
3170,642.656,851.646,728.175,816.262
3171,641.699,850.365,727.885,816.558
3172,641.524,851.892,728.596,816.700
3173,642.379,853.986,729.196,816.495
3174,643.453,853.833,728.815,816.043
3175,643.512,851.576,727.786,815.685
3176,642.609,849.998,727.199,815.793
3177,641.803,851.251,727.710,816.508
3178,641.675,854.111,728.736,817.656
3179,641.957,855.755,729.233,818.594
3180,642.130,855.304,729.106,818.906
3181,642.213,855.440,729.312,818.834
3182,642.469,858.760,730.634,818.985
3183,642.775,864.149,732.412,819.486
3184,643.320,867.256,733.368,820.084
3185,644.019,865.796,733.012,820.429
3186,644.787,862.273,732.313,820.716
3187,645.431,860.825,732.520,821.370
3188,645.687,862.356,733.630,822.299
3189,645.275,863.953,734.500,823.020
3190,644.130,862.722,734.221,823.165
3191,642.744,859.186,733.233,822.902
3192,641.737,856.809,732.687,822.742
3193,641.242,857.634,733.067,823.073
3194,640.848,859.824,733.684,823.905
3195,640.424,859.882,733.492,824.624
3196,640.209,856.875,732.531,824.577
3197,640.441,853.729,731.915,823.992
3198,640.872,853.605,732.345,823.527
3199,640.863,855.932,733.473,823.396
3200,640.185,857.038,733.922,823.171
3201,639.382,854.784,733.036,822.526
3202,639.244,851.507,731.773,821.859
3203,639.678,850.822,731.538,821.728
3204,640.242,853.247,732.449,822.099
3205,640.825,855.877,733.240,822.434
3206,641.251,855.714,732.750,822.335
3207,641.448,853.324,731.379,821.977
3208,641.424,852.049,730.415,821.741
3209,641.351,854.060,730.782,821.885
3210,641.367,858.413,732.034,822.265
3211,641.780,862.257,733.175,822.440
3212,642.559,863.711,733.740,822.144
3213,643.519,863.581,734.171,821.568
3214,644.623,863.913,734.856,821.163
3215,645.581,864.874,735.408,821.213
3216,645.744,864.221,735.247,821.408
3217,644.953,860.513,734.185,821.377
3218,643.803,856.099,732.905,821.176
3219,642.957,854.631,732.378,821.063
3220,642.713,856.338,732.724,820.961
3221,642.732,857.591,732.810,820.749
3222,642.602,855.425,731.650,820.534
3223,642.130,851.305,729.829,820.493
3224,641.526,849.098,728.898,820.641
3225,641.239,850.471,729.422,820.937
3226,641.180,852.922,730.463,821.233
3227,640.711,852.801,730.648,821.184
3228,640.083,849.950,729.702,820.670
3229,640.057,847.720,728.891,820.167
3230,640.640,848.426,729.183,820.229
3231,641.057,850.443,730.092,820.730
3232,640.846,850.389,730.386,821.182
3233,639.820,847.478,729.672,821.296
3234,638.571,844.681,728.803,821.291
3235,638.009,844.982,728.685,821.477
3236,638.502,847.749,729.374,821.887
3237,639.445,849.780,730.189,822.182
3238,639.680,849.472,730.619,822.048
3239,639.180,849.205,730.966,821.833
3240,638.751,852.289,731.871,822.171
3241,639.123,858.071,733.389,823.066
3242,640.047,861.938,734.692,823.929
3243,640.877,860.793,734.994,824.259
3244,641.052,856.514,734.483,824.083
3245,640.569,853.631,734.475,824.115
3246,639.666,854.349,735.675,824.698
3247,639.104,856.454,737.245,825.438
3248,638.969,856.301,737.836,825.793
3249,638.903,853.382,737.192,825.733
3250,638.711,850.887,736.613,825.733
3251,638.585,851.413,737.281,825.901
3252,638.386,853.861,739.139,825.870
3253,637.900,854.873,740.759,825.370
3254,637.154,852.752,741.039,824.817
3255,636.675,849.182,740.345,824.820
3256,636.652,847.319,740.026,825.464
3257,636.784,848.222,740.654,826.233
3258,636.810,849.737,741.436,826.399
3259,636.763,849.343,741.122,825.743
3260,636.668,847.558,739.811,824.739
3261,636.531,847.231,738.995,824.087
3262,636.509,849.943,739.515,824.064
3263,636.488,853.514,740.401,824.546
3264,636.064,854.364,740.396,824.961
3265,634.983,851.711,739.323,825.030
3266,633.829,848.850,738.098,825.025
3267,633.678,849.158,737.826,825.396
3268,634.780,852.679,738.611,825.977
3269,636.263,856.871,739.714,826.203
3270,637.005,859.818,740.533,825.948
3271,636.680,861.970,741.027,825.654
3272,636.149,864.610,741.507,825.686
3273,636.190,866.980,742.020,825.936
3274,636.360,866.929,742.088,826.074
3275,636.031,863.508,741.220,826.019
3276,635.562,858.944,739.900,825.943
3277,635.524,856.719,739.235,826.195
3278,635.758,858.037,739.643,826.568
3279,635.656,860.258,740.241,826.488
3280,635.154,859.681,739.854,825.879
3281,634.704,856.355,738.497,825.239
3282,634.656,854.023,737.228,824.932
3283,634.922,855.164,736.987,824.803
3284,635.564,857.771,737.611,824.571
3285,636.649,858.392,738.070,824.238
3286,637.429,856.337,737.677,823.891
3287,637.123,854.346,737.119,823.572
3288,635.938,855.065,737.422,823.283
3289,634.725,857.653,738.436,822.983
3290,633.979,859.062,738.769,822.545
3291,633.562,857.415,737.670,821.945
3292,633.126,854.524,735.968,821.587
3293,632.730,853.819,734.886,821.984
3294,632.642,855.973,734.790,822.977
3295,632.791,858.040,735.018,823.779
3296,632.701,856.895,734.687,823.952
3297,632.237,853.275,733.861,823.699
3298,631.765,851.041,733.660,823.693
3299,631.521,852.349,734.771,824.187
3300,631.607,855.844,736.440,824.962
3301,631.713,859.068,737.592,825.696
3302,631.701,861.416,738.008,826.125
3303,631.962,864.106,738.331,826.071
3304,632.789,867.788,738.860,825.516
3305,633.711,870.736,739.252,824.718
3306,633.988,870.200,738.932,823.869
3307,633.611,865.880,737.780,823.059
3308,633.128,860.937,736.315,822.484
3309,632.763,858.810,735.433,822.314
3310,632.251,859.618,735.324,822.585
3311,631.509,860.253,735.337,823.068
3312,630.713,858.330,734.564,823.463
3313,630.306,855.461,733.198,823.692
3314,630.680,855.261,732.457,823.954
3315,631.576,858.377,733.156,824.482
3316,631.991,861.345,734.457,824.895
3317,631.479,860.409,734.729,824.734
3318,630.633,856.197,733.805,824.253
3319,630.130,853.098,733.221,824.098
3320,630.123,854.227,734.179,824.343
3321,630.365,858.187,735.839,824.596
3322,630.237,860.822,736.575,824.651
3323,629.562,860.042,735.695,824.542
3324,628.536,858.324,734.465,824.451
3325,627.540,859.235,734.228,824.583
3326,626.896,862.973,734.814,824.752
3327,626.671,866.066,735.066,824.829
3328,626.526,865.665,734.546,825.061
3329,626.412,863.779,734.191,825.831
3330,626.853,864.893,735.219,826.952
3331,627.874,870.367,737.556,827.878
3332,629.246,876.461,739.803,828.268
3333,630.443,878.519,740.679,828.143
3334,630.938,876.178,740.312,827.726
3335,630.704,873.405,739.761,827.434
3336,630.559,873.290,739.594,827.489
3337,630.972,874.822,739.513,827.802
3338,631.498,874.535,738.925,828.027
3339,631.417,871.350,738.077,827.948
3340,630.585,868.259,738.050,827.676
3341,629.675,868.293,739.247,827.408
3342,629.194,870.440,740.851,827.180
3343,629.052,870.881,741.414,826.794
3344,628.969,868.000,740.394,826.248
3345,628.972,864.461,738.746,825.873
3346,629.102,863.511,737.997,826.030
3347,628.962,865.288,738.595,826.552
3348,628.083,866.634,739.572,826.954
3349,626.555,864.923,739.669,826.844
3350,625.192,861.174,738.842,826.267
3351,625.057,858.951,738.417,825.597
3352,626.123,859.938,739.101,825.261
3353,627.557,861.894,740.162,825.263
3354,628.353,861.452,740.385,825.286
3355,628.194,858.506,739.545,825.232
3356,627.360,856.474,738.741,825.236
3357,626.322,857.665,738.809,825.372
3358,625.649,860.604,739.508,825.512
3359,625.647,862.086,739.839,825.558
3360,626.123,861.620,739.470,825.732
3361,626.680,862.345,739.416,826.300
3362,626.808,866.825,740.756,827.195
3363,626.618,872.951,742.990,827.888
3364,626.363,876.044,744.324,827.857
3365,626.118,873.914,743.738,827.021
3366,625.955,869.380,742.142,825.896
3367,626.282,866.984,741.282,825.123
3368,626.924,868.137,741.793,824.862
3369,626.865,870.018,742.585,824.847
3370,626.047,869.362,742.119,824.788
3371,625.161,866.319,740.486,824.518
3372,624.948,864.148,739.208,824.158
3373,625.448,864.788,739.194,824.025
3374,626.199,866.488,739.692,824.158
3375,626.282,866.135,739.224,824.245
3376,625.476,863.178,737.821,824.033
3377,624.486,860.320,736.886,823.954
3378,624.083,860.218,737.411,824.501
3379,624.308,862.428,738.620,825.569
3380,624.687,863.956,739.117,826.296
3381,624.839,862.665,738.541,826.343
3382,624.950,860.046,737.829,826.193
3383,625.344,859.363,737.845,826.309
3384,625.943,861.372,738.842,826.771
3385,626.071,863.306,739.927,827.398
3386,625.059,862.205,739.920,827.808
3387,623.344,859.085,738.884,827.973
3388,622.322,857.947,738.450,828.267
3389,622.822,860.836,739.461,828.975
3390,624.204,866.132,741.138,829.859
3391,625.453,870.562,742.326,830.590
3392,625.706,872.642,742.979,831.056
3393,625.346,873.818,743.590,831.270
3394,625.154,875.595,744.428,831.234
3395,625.237,877.056,745.167,831.001
3396,625.301,875.806,744.789,830.542
3397,625.059,871.542,742.904,829.976
3398,624.227,867.345,740.622,829.717
3399,623.334,866.432,739.625,829.982
3400,623.128,868.238,740.149,830.499
3401,623.718,869.275,740.918,830.726
3402,624.329,867.123,740.643,830.416
3403,624.213,863.304,739.507,829.829
3404,623.855,861.487,738.855,829.559
3405,623.791,863.020,739.170,829.771
3406,623.768,865.451,739.480,830.058
3407,623.076,865.248,738.664,829.813
3408,621.590,861.884,737.155,829.194
3409,620.040,858.650,736.478,828.770
3410,619.524,858.355,737.364,828.738
3411,620.318,859.744,738.901,828.711
3412,621.860,859.382,739.661,828.282
3413,623.142,856.392,739.140,827.534
3414,623.652,853.659,738.177,826.881
3415,623.633,853.774,737.788,826.748
3416,623.384,855.774,738.049,827.226
3417,622.462,856.711,738.070,827.858
3418,620.799,855.637,737.310,828.204
3419,619.642,855.174,736.638,828.459
3420,620.097,858.316,737.403,828.893
3421,621.803,864.249,739.477,829.406
3422,623.346,869.027,741.106,829.627
3423,623.910,869.437,740.916,829.428
3424,624.197,866.495,739.468,828.930
3425,624.858,864.335,738.461,828.451
3426,625.872,865.327,738.749,828.298
3427,626.536,867.345,739.403,828.391
3428,626.121,866.566,739.260,828.195
3429,624.602,862.707,738.502,827.520
3430,623.005,859.662,738.433,826.845
3431,622.635,860.383,739.774,826.632
3432,623.583,863.434,741.448,826.832
3433,624.493,864.581,741.658,827.008
3434,624.685,862.121,739.750,827.008
3435,624.763,858.717,737.356,827.022
3436,625.353,857.953,736.504,827.222
3437,626.147,859.901,737.255,827.349
3438,626.621,861.416,737.960,827.016
3439,626.633,859.969,737.414,826.282
3440,626.178,857.068,736.162,825.821
3441,625.301,856.289,735.641,826.075
3442,624.623,858.464,736.244,826.809
3443,624.531,860.648,737.006,827.318
3444,624.848,859.769,736.728,827.095
3445,625.339,856.628,735.447,826.453
3446,625.661,854.970,734.331,826.245
3447,626.142,857.071,734.528,826.748
3448,627.239,861.583,736.006,827.496
3449,628.751,865.588,737.830,828.080
3450,629.976,867.568,739.235,828.542
3451,630.953,868.576,740.400,829.131
3452,631.820,870.101,741.643,829.822
3453,632.313,871.709,742.619,830.523
3454,631.964,871.042,742.660,831.013
3455,630.934,867.093,741.469,831.279
3456,629.692,862.362,739.864,831.449
3457,628.796,860.653,739.195,831.657
3458,628.564,862.860,739.805,831.873
3459,628.690,865.747,740.467,832.065
3460,628.602,865.277,739.848,831.986
3461,627.874,861.715,738.354,831.506
3462,626.858,859.102,737.338,830.866
3463,626.192,859.923,737.381,830.542
3464,625.991,862.375,737.729,830.548
3465,625.898,862.978,737.366,830.457
3466,625.505,861.030,736.135,830.022
3467,625.062,859.344,735.112,829.412
3468,625.353,860.376,735.340,828.922
3469,626.339,862.992,736.374,828.523
3470,626.945,864.019,736.911,827.998
3471,626.860,862.304,736.387,827.325
3472,626.687,860.158,735.864,826.736
3473,626.768,860.012,736.358,826.482
3474,627.111,861.468,737.596,826.603
3475,627.607,862.338,738.291,826.875
3476,627.796,861.655,737.611,827.062
3477,627.896,861.310,736.471,827.315
3478,628.581,864.160,736.593,827.851
3479,630.332,870.504,738.412,828.635
3480,632.400,876.645,740.514,829.241
3481,633.645,878.175,741.064,829.204
3482,633.739,874.934,740.206,828.397
3483,633.386,871.077,739.365,827.273
3484,633.443,870.162,739.551,826.432
3485,633.727,871.515,740.154,826.105
3486,633.697,871.655,739.993,826.147
3487,633.244,869.127,738.821,826.334
3488,632.889,866.406,737.554,826.534
3489,632.777,866.253,737.332,826.757
3490,632.796,868.030,737.933,826.879
3491,632.341,868.468,738.226,826.675
3492,631.450,865.820,737.435,826.066
3493,630.893,861.954,736.168,825.465
3494,631.393,859.998,735.595,825.145
3495,632.950,860.833,736.241,824.957
3496,634.614,862.096,737.324,824.643
3497,635.201,861.210,737.583,824.340
3498,634.773,858.620,737.035,824.318
3499,634.123,857.328,736.867,824.523
3500,633.616,858.689,737.619,824.593
3501,633.197,860.887,738.397,824.242
3502,632.896,860.848,738.005,823.537
3503,632.912,858.310,736.697,822.643
3504,633.246,856.127,735.704,821.859
3505,633.820,856.825,735.807,821.596
3506,634.569,859.438,736.671,821.888
3507,634.815,861.169,737.343,822.232
3508,634.211,861.360,737.222,822.451
3509,633.841,862.250,737.146,822.754
3510,634.509,865.696,738.098,823.393
3511,635.566,870.310,739.603,824.054
3512,635.720,872.506,740.227,824.178
3513,634.912,870.283,739.336,823.650
3514,633.848,865.647,737.828,822.715
3515,633.216,862.446,737.207,822.100
3516,633.005,862.287,738.072,822.097
3517,632.948,863.145,739.376,822.384
3518,632.618,862.098,739.431,822.423
3519,631.865,859.012,737.943,822.154
3520,631.296,857.062,736.365,822.006
3521,631.419,858.472,736.252,822.227
3522,631.943,861.858,737.382,822.611
3523,631.979,863.947,738.182,822.664
3524,630.917,863.554,737.817,822.603
3525,629.424,863.088,737.303,822.992
3526,628.969,864.967,737.703,824.057
3527,629.777,868.255,738.584,825.413
3528,630.950,869.720,738.486,826.425
3529,631.635,867.917,737.066,826.955
3530,632.083,865.137,735.583,827.239
3531,632.585,864.897,735.350,827.468
3532,633.019,867.310,736.396,827.571
3533,632.822,869.356,737.640,827.505
3534,631.879,868.380,737.938,827.332
3535,630.630,865.217,737.410,826.987
3536,629.870,863.341,737.275,826.712
3537,629.739,864.495,738.377,826.774
3538,629.953,866.894,739.783,827.245
3539,630.171,867.504,739.980,827.839
3540,630.261,865.964,738.735,828.355
3541,630.220,865.387,737.800,828.859
3542,630.152,868.624,738.599,829.399
3543,630.370,874.349,740.527,829.898
3544,630.699,878.059,741.900,830.148
3545,631.182,876.945,741.798,830.051
3546,632.194,873.377,740.977,829.742
3547,633.313,871.553,740.703,829.496
3548,633.773,872.330,741.084,829.511
3549,632.780,872.831,741.145,829.773
3550,630.953,870.581,740.101,830.047
3551,629.521,867.011,738.531,830.200
3552,629.225,865.505,737.896,830.296
3553,629.709,866.912,738.403,830.554
3554,630.382,868.337,739.005,830.730
3555,630.756,866.938,738.584,830.647
3556,630.566,863.604,737.361,830.370
3557,630.052,861.761,736.505,830.113
3558,629.820,862.938,736.718,829.966
3559,629.943,864.943,737.091,829.893
3560,629.730,864.818,736.281,829.625
3561,628.545,862.132,734.294,829.078
3562,626.858,859.706,732.695,828.545
3563,625.860,859.983,732.723,828.402
3564,625.640,862.089,733.917,828.490
3565,625.336,863.012,734.806,828.387
3566,624.481,861.208,734.356,827.902
3567,623.642,858.426,733.356,827.479
3568,623.374,857.433,733.158,827.519
3569,623.571,858.792,734.066,828.126
3570,623.521,860.691,735.092,828.991
3571,623.171,861.363,735.440,829.929
3572,623.021,861.971,735.574,830.837
3573,623.777,864.905,736.395,831.606
3574,625.164,869.769,737.813,832.144
3575,626.223,873.211,738.763,832.448
3576,626.614,872.545,738.170,832.329
3577,626.829,868.712,736.270,831.811
3578,627.306,865.388,734.801,831.267
3579,627.730,864.930,734.889,831.031
3580,627.675,866.037,735.808,831.045
3581,627.031,865.328,735.976,830.966
3582,626.277,861.749,734.829,830.466
3583,625.915,858.092,733.431,829.634
3584,625.972,857.422,732.979,828.940
3585,626.090,859.264,733.434,828.590
3586,625.969,860.392,733.742,828.418
3587,625.365,859.020,733.197,828.287
3588,624.427,856.939,732.287,828.229
3589,623.917,856.942,731.858,828.440
3590,624.282,859.270,732.225,828.888
3591,625.164,861.204,732.841,829.230
3592,625.509,860.497,732.992,828.981
3593,625.145,858.023,732.308,828.002
3594,625.040,857.186,731.494,826.744
3595,625.761,859.772,731.252,826.018
3596,626.519,863.581,731.391,826.068
3597,626.353,864.855,731.098,826.352
3598,625.514,862.933,730.259,826.292
3599,625.107,860.791,729.786,825.998
3600,625.770,861.556,730.406,826.043
3601,626.950,864.989,731.703,826.464
3602,627.581,868.541,732.733,826.971
3603,627.618,870.803,733.167,827.326
3604,627.882,872.770,733.670,827.498
3605,628.889,875.558,734.979,827.547
3606,630.294,878.072,736.647,827.565
3607,631.156,877.934,737.325,827.493
3608,630.825,874.389,736.355,827.286
3609,629.604,869.612,734.607,826.946
3610,628.531,867.002,733.711,826.700
3611,628.121,867.717,734.319,826.672
3612,628.211,869.657,735.234,826.818
3613,628.528,869.587,734.889,826.926
3614,628.815,866.798,733.281,826.865
3615,628.879,863.783,731.968,826.641
3616,628.545,863.078,731.986,826.527
3617,628.194,864.135,732.701,826.531
3618,627.957,864.413,732.592,826.346
3619,627.441,862.680,731.282,826.040
3620,626.585,860.712,729.796,825.878
3621,626.066,860.655,729.344,826.083
3622,626.235,862.155,729.820,826.572
3623,626.410,862.669,729.965,827.151
3624,625.955,860.973,729.223,827.509
3625,625.289,859.036,728.529,827.501
3626,625.192,859.635,728.967,827.459
3627,625.633,862.700,730.252,827.578
3628,626.019,865.238,731.070,827.656
3629,625.910,865.051,730.598,827.427
3630,625.652,863.428,729.593,827.102
3631,626.102,863.820,729.553,827.210
3632,627.161,867.630,730.823,827.846
3633,627.780,872.123,732.224,828.502
3634,627.524,873.274,732.595,828.622
3635,626.749,870.622,731.935,828.165
3636,626.178,867.644,731.447,827.562
3637,626.123,867.420,732.005,827.242
3638,626.363,868.644,732.957,827.256
3639,626.071,868.065,732.816,827.388
3640,624.775,864.617,731.110,827.390
3641,623.256,860.862,729.040,827.236
3642,622.607,859.685,728.329,827.111
3643,623.273,860.882,728.992,827.168
3644,624.645,861.596,729.646,827.292
3645,625.808,859.897,729.126,827.390
3646,626.135,857.096,728.020,827.668
3647,625.543,855.865,727.677,828.297
3648,624.455,857.010,728.480,829.046
3649,623.391,858.315,729.244,829.530
3650,622.675,857.409,728.849,829.475
3651,622.242,854.710,727.636,829.025
3652,622.128,852.922,726.978,828.680
3653,622.422,853.643,727.562,828.865
3654,623.028,855.311,728.472,829.321
3655,623.180,855.247,728.388,829.445
3656,622.488,853.079,727.151,829.157
3657,621.592,851.407,725.944,828.894
3658,621.441,852.136,726.076,829.106
3659,621.972,854.343,727.438,829.710
3660,622.431,856.123,729.041,830.312
3661,622.545,857.121,730.250,830.613
3662,622.441,858.864,731.364,830.692
3663,622.654,862.501,732.656,830.831
3664,623.057,866.697,733.640,830.867
3665,623.232,868.517,733.468,830.451
3666,622.955,866.567,731.744,829.415
3667,622.194,862.781,729.190,828.226
3668,621.322,860.642,727.475,827.522
3669,620.794,861.181,727.381,827.499
3670,620.732,862.044,728.189,827.822
3671,620.915,860.713,728.290,828.021
3672,621.175,857.795,727.297,827.849
3673,621.384,856.498,726.337,827.493
3674,621.592,858.370,726.503,827.299
3675,621.692,861.056,727.308,827.159
3676,621.521,861.009,727.361,826.764
3677,620.893,857.427,726.136,825.992
3678,619.943,853.291,724.652,825.176
3679,619.372,851.883,724.365,824.665
3680,619.393,853.061,725.450,824.489
3681,619.967,853.858,726.402,824.382
3682,620.770,852.542,725.782,824.224
3683,621.265,850.595,724.125,824.093
3684,621.291,850.597,723.451,824.160
3685,621.301,852.591,724.520,824.514
3686,621.711,854.182,725.759,824.986
3687,622.517,853.369,725.430,825.449
3688,623.310,851.159,723.882,825.808
3689,623.808,850.177,722.751,826.177
3690,623.701,851.823,723.219,826.544
3691,623.133,855.107,725.020,826.776
3692,622.687,857.973,726.923,826.747
3693,622.941,859.732,728.059,826.371
3694,623.756,861.492,728.725,825.992
3695,624.640,863.825,729.501,826.110
3696,624.900,865.586,730.113,826.739
3697,624.398,864.694,729.745,827.203
3698,623.659,861.150,728.257,826.937
3699,623.344,857.949,726.711,826.201
3700,623.720,858.112,726.261,825.627
3701,624.166,860.842,726.731,825.369
3702,623.858,862.182,726.952,825.241
3703,622.882,859.841,726.191,824.897
3704,621.993,856.016,724.994,824.369
3705,621.687,854.727,724.587,823.915
3706,621.692,856.901,725.227,823.797
3707,621.616,859.614,725.831,823.906
3708,621.382,859.648,725.461,823.929
3709,621.209,856.922,724.505,823.876
3710,621.159,854.277,724.277,824.076
3711,621.145,853.846,725.083,824.486
3712,620.941,854.814,725.890,824.753
3713,620.479,854.691,725.373,824.704
3714,619.898,852.407,723.705,824.550
3715,619.396,850.102,722.569,824.556
3716,619.140,850.467,723.325,824.803
3717,619.021,852.853,725.233,825.409
