 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24
3309,516.904,617.557,573.668,583.130,606.489,575.185,514.697,576.253,548.972,599.432,500.962,605.392,616.149,620.949,612.770,633.841,516.307,513.184,530.568,485.919,499.251,441.267,548.381,500.682
3310,517.249,618.427,574.427,583.319,603.885,574.803,514.880,576.829,548.280,599.388,500.688,605.359,615.180,622.033,613.546,634.619,516.929,513.368,529.929,485.689,499.713,441.913,548.613,501.011
3311,517.699,618.684,575.209,583.488,602.710,574.907,514.929,576.768,548.066,598.317,500.377,606.057,614.811,622.984,614.237,634.948,517.279,513.150,529.708,485.620,499.429,441.907,549.185,501.397
3312,518.050,618.216,575.067,583.399,603.573,575.649,514.913,576.171,548.566,596.844,500.162,606.501,615.020,623.077,614.555,634.174,517.083,512.808,529.912,485.550,498.800,441.017,549.561,501.648
3313,518.354,617.616,574.146,583.368,605.069,576.861,515.078,575.363,548.972,596.032,500.161,606.094,614.649,622.465,614.519,633.006,516.680,512.642,529.818,485.545,498.576,439.841,549.542,501.801
3314,518.619,617.497,573.534,583.873,605.641,577.753,515.398,574.631,548.411,596.749,500.429,605.009,613.343,621.905,614.335,632.524,516.428,512.768,529.152,485.728,498.796,438.797,549.344,502.175
3315,518.935,618.023,574.091,584.551,605.069,577.783,515.551,574.287,547.085,598.630,500.864,604.087,611.343,622.082,614.195,633.062,516.439,512.977,528.265,486.299,499.165,437.951,549.025,502.720
3316,519.086,618.857,575.636,584.867,603.992,576.912,515.485,574.646,545.633,600.257,501.164,603.805,609.614,623.015,614.160,634.209,516.463,513.124,528.162,487.010,499.513,437.414,548.609,503.154
3317,519.118,619.597,577.265,584.532,603.023,575.753,515.364,575.558,544.631,600.531,501.143,604.221,608.934,623.970,614.166,635.165,516.267,513.351,529.280,487.317,499.631,437.591,548.299,503.369
3318,519.130,620.174,578.411,584.161,602.481,574.726,515.405,576.591,543.939,599.766,500.848,605.070,609.011,624.280,614.233,635.463,515.987,513.629,530.975,486.928,499.351,438.264,548.315,503.363
3319,519.327,620.819,578.957,584.344,601.405,573.737,515.383,577.503,543.477,598.805,500.518,606.089,608.623,624.262,614.379,635.443,516.197,513.941,532.052,486.165,499.064,438.800,548.623,503.263
3320,519.880,621.746,579.063,585.097,598.962,572.911,515.130,578.297,543.244,597.949,500.435,607.157,607.417,624.631,614.474,635.776,517.119,514.417,532.084,485.580,499.047,438.942,548.877,503.072
3321,520.570,622.619,578.660,586.163,596.473,572.564,514.786,578.900,543.288,597.168,500.636,607.810,606.403,625.634,614.415,636.388,518.181,514.992,531.604,485.330,499.220,438.864,548.836,502.672
3322,521.033,622.787,577.779,586.742,595.473,573.096,514.561,578.874,543.621,596.446,501.077,607.796,607.100,626.712,614.192,636.547,518.673,515.201,531.462,485.369,499.318,438.620,548.672,502.178
3323,521.030,621.999,576.818,586.197,596.626,574.161,514.491,577.947,544.106,595.844,501.474,607.156,609.560,627.103,613.884,635.726,518.354,514.818,531.676,485.521,499.140,438.275,548.766,501.809
3324,520.786,620.819,576.411,584.911,598.458,574.994,514.467,576.625,544.593,595.559,501.601,606.453,612.151,626.861,613.558,634.650,517.653,514.171,531.912,485.713,498.953,437.800,549.206,501.800
3325,520.459,620.094,576.842,584.053,599.336,574.919,514.576,575.916,544.890,595.920,501.404,606.180,612.951,626.774,613.444,634.402,517.104,513.844,531.754,486.203,498.936,437.313,549.730,502.045
3326,520.217,620.128,577.755,583.900,598.916,574.243,514.892,576.363,545.195,596.956,501.011,606.546,611.977,626.894,613.641,635.147,516.954,513.902,531.209,486.823,498.958,436.936,550.051,502.217
3327,520.077,620.323,578.482,583.828,598.794,573.763,515.274,577.171,545.597,598.115,500.639,607.290,611.197,626.538,613.886,635.827,517.006,514.022,530.907,486.983,498.862,436.855,550.056,501.826
3328,520.077,620.065,578.289,583.224,600.122,574.135,515.504,577.403,546.199,598.614,500.438,607.721,612.237,625.086,613.750,635.231,516.959,513.775,531.413,486.416,498.618,437.232,549.801,501.077
3329,520.199,619.545,577.553,582.416,602.336,575.064,515.575,577.118,546.879,598.234,500.354,607.302,614.423,623.064,613.184,633.485,516.699,513.245,532.275,485.680,498.044,437.887,549.313,500.609
3330,520.580,619.275,577.403,581.911,603.580,575.593,515.585,577.018,547.331,597.559,500.194,606.208,615.749,621.435,612.525,632.031,516.389,512.980,532.877,485.443,497.235,438.443,548.701,500.813
3331,521.013,619.426,578.237,581.781,603.473,575.249,515.552,577.285,547.354,596.952,499.973,605.360,615.420,620.959,612.114,631.916,516.300,513.225,532.916,485.727,496.735,438.600,548.078,501.379
3332,521.044,619.597,579.269,581.681,603.336,574.392,515.533,577.493,547.383,596.731,499.894,605.260,614.446,621.639,611.927,632.571,516.352,513.688,532.767,486.078,496.875,438.516,547.682,501.885
3333,520.457,619.218,579.549,581.396,604.282,573.875,515.643,577.189,547.869,596.726,500.099,605.466,614.349,622.449,611.845,632.635,516.292,513.925,532.914,486.044,497.424,438.678,547.552,502.094
3334,519.567,618.161,579.067,581.399,606.092,574.382,515.838,576.587,548.907,596.623,500.370,605.178,615.251,622.368,611.783,631.783,515.876,513.593,532.946,485.760,497.882,439.490,547.654,502.137
3335,518.925,616.955,578.909,582.116,607.466,575.564,515.771,576.334,549.682,596.248,500.572,604.477,615.891,621.781,611.652,630.921,515.522,512.976,532.253,485.623,497.947,440.316,548.030,502.350
3336,518.747,616.484,579.838,582.859,606.992,576.308,515.297,576.741,549.439,595.975,500.754,603.836,615.520,621.698,611.583,630.850,515.709,512.768,531.317,485.844,497.449,440.501,548.516,502.718
3337,518.840,616.841,581.091,582.640,605.145,575.906,514.767,577.283,548.744,596.400,500.894,603.592,614.526,622.325,611.707,631.248,516.410,513.157,530.867,486.195,496.651,440.049,548.849,502.929
3338,518.841,617.380,581.091,581.446,603.748,574.928,514.734,577.354,548.822,597.462,500.914,603.686,613.686,622.816,611.885,631.338,517.085,513.576,530.759,486.441,496.075,439.414,548.972,502.883
3339,518.727,617.602,579.735,579.958,603.611,574.254,515.144,576.833,549.710,598.359,500.872,603.702,613.874,622.491,611.898,630.573,517.246,513.569,530.826,486.563,496.356,438.800,548.927,502.625
3340,518.654,617.306,577.953,578.798,604.122,574.140,515.484,576.267,550.150,598.400,500.855,603.449,614.926,622.177,611.768,629.329,516.937,513.188,530.889,486.329,497.240,438.206,548.847,502.378
3341,518.790,617.020,576.933,578.726,603.992,574.147,515.452,576.350,549.612,597.664,500.812,603.561,615.877,622.801,611.792,628.623,516.483,512.724,531.044,485.571,498.040,437.803,548.869,502.344
3342,519.038,617.239,576.937,579.945,602.939,574.076,515.244,576.809,548.714,596.743,500.625,604.431,615.811,624.189,612.151,628.892,516.199,512.397,531.115,484.661,498.409,437.896,549.182,502.376
3343,519.081,617.883,577.443,581.174,602.443,573.853,514.957,577.026,548.246,596.143,500.323,605.384,615.463,625.292,612.658,629.566,516.272,512.366,531.081,484.041,498.278,438.432,549.655,502.261
3344,518.797,618.216,577.751,581.061,604.122,573.656,514.678,576.521,548.481,595.979,500.163,605.352,615.897,625.535,612.894,629.742,516.419,512.470,531.165,483.829,498.042,439.142,549.760,502.107
3345,518.469,617.990,577.656,580.000,606.924,573.611,514.571,575.395,549.119,595.924,500.288,604.380,616.960,625.307,612.642,629.220,516.304,512.611,531.713,483.668,498.158,439.687,549.318,502.150
3346,518.294,617.588,577.451,579.654,608.489,573.719,514.867,574.420,549.303,595.818,500.572,603.083,617.160,625.321,612.152,628.584,516.176,512.881,532.248,483.605,498.771,439.962,548.531,502.506
3347,518.359,617.465,577.391,580.798,607.588,573.839,515.405,574.397,548.566,595.828,500.693,602.327,615.111,626.041,611.965,628.649,516.408,513.410,532.459,483.889,499.467,439.945,547.836,503.244
3348,518.590,617.667,577.617,582.277,605.229,573.760,515.744,575.230,547.508,596.030,500.474,602.444,611.774,627.335,612.288,629.667,517.147,514.146,532.509,484.538,499.535,439.499,547.667,504.112
3349,518.731,617.996,577.798,583.047,603.802,573.690,515.642,576.198,546.964,596.370,500.064,603.254,609.549,628.794,612.782,630.957,517.890,514.835,532.735,485.084,498.976,438.655,548.131,504.640
3350,518.690,618.301,577.866,582.870,603.832,573.903,515.302,576.540,547.167,596.515,499.813,604.147,609.706,629.772,612.914,631.579,518.113,515.412,532.646,485.332,498.405,438.043,548.729,504.553
3351,518.582,618.840,578.379,582.208,603.824,574.204,515.058,576.395,547.576,596.474,499.893,604.668,611.129,630.156,612.562,631.683,517.758,515.919,531.961,485.351,498.173,438.075,548.922,504.216
3352,518.592,619.659,579.565,582.033,602.427,573.946,514.852,576.381,547.597,596.386,500.172,604.933,611.583,630.604,612.117,631.962,517.190,516.262,531.022,485.329,497.960,438.377,548.707,504.161
3353,518.671,620.523,580.621,582.648,599.893,573.060,514.675,576.676,547.206,596.556,500.476,605.420,610.477,631.501,611.833,632.658,516.979,516.463,530.179,485.231,497.838,438.435,548.479,504.379
3354,518.558,620.815,580.577,583.208,598.389,572.379,514.512,576.770,547.011,597.274,500.741,606.154,609.297,632.202,611.633,633.165,517.382,516.420,529.796,484.913,498.313,438.191,548.445,504.465
3355,518.268,620.185,579.617,582.900,599.061,572.628,514.424,576.440,547.347,598.129,501.002,606.597,609.994,631.731,611.361,632.863,517.961,516.329,530.061,484.449,498.942,438.159,548.334,504.055
3356,518.137,618.979,578.312,582.047,601.122,573.415,514.451,575.864,547.699,598.565,501.237,606.555,611.863,630.454,611.189,631.953,518.117,516.355,530.754,484.224,499.191,438.707,547.909,503.459
3357,518.118,618.121,577.534,581.380,602.557,573.826,514.612,575.762,547.447,598.375,501.299,606.460,612.900,629.867,611.373,631.425,517.921,516.643,531.280,484.492,499.151,439.530,547.555,503.029
3358,518.049,618.216,577.538,581.271,602.130,573.533,514.981,576.346,546.513,597.798,501.140,606.643,612.460,630.776,611.917,631.859,517.708,517.022,531.472,485.048,499.400,440.032,547.456,502.808
3359,517.893,618.620,577.913,581.593,600.061,572.979,515.471,576.849,545.549,597.221,500.900,606.871,612.020,632.005,612.367,632.684,517.433,517.087,531.622,485.482,499.636,440.110,547.497,502.577
3360,517.724,618.362,577.700,582.100,598.176,572.987,515.853,576.650,545.413,596.989,500.829,606.624,613.377,632.003,612.262,632.725,516.880,516.684,532.066,485.631,499.622,440.035,547.512,502.181
3361,517.614,617.120,576.794,582.512,598.198,573.514,515.978,575.837,546.095,597.255,501.030,605.851,616.174,630.565,611.506,631.565,516.397,515.987,532.737,485.655,499.678,439.974,547.474,501.783
3362,517.694,615.765,576.190,582.939,599.496,573.865,515.743,574.804,546.604,597.805,501.248,605.184,618.609,629.049,610.592,630.334,516.283,515.433,533.401,485.581,500.340,439.757,547.465,501.599
3363,518.008,615.215,576.640,583.368,600.305,573.668,515.375,574.283,546.540,598.166,501.123,605.219,619.046,628.469,610.219,630.199,516.323,515.373,533.794,485.456,501.189,439.594,547.455,501.936
3364,518.317,615.412,577.909,583.416,600.321,573.312,515.214,574.621,546.352,597.676,500.724,605.613,618.023,628.701,610.491,630.968,516.357,515.956,533.894,485.306,501.229,439.852,547.398,502.705
3365,518.224,615.734,578.791,582.734,600.924,573.156,515.453,575.403,546.343,596.257,500.526,605.594,617.434,628.823,610.934,631.404,516.094,516.699,534.054,484.970,500.385,440.487,547.269,503.569
3366,517.685,615.700,578.739,581.366,602.840,573.204,515.948,575.768,546.426,594.372,500.854,604.844,618.189,628.572,611.108,630.711,515.557,516.907,534.487,484.455,499.489,440.925,546.996,504.072
3367,516.977,615.519,578.229,580.030,604.985,573.283,516.391,575.395,546.581,593.168,501.507,603.822,619.220,628.402,611.197,629.307,514.883,516.634,535.140,484.030,499.189,440.707,546.619,504.030
3368,516.632,615.724,577.901,579.391,605.840,573.244,516.451,574.967,546.769,593.375,502.088,603.303,618.966,628.783,611.500,628.355,514.482,516.492,535.700,483.884,499.496,440.104,546.384,503.863
3369,516.819,616.531,578.000,579.105,605.008,573.083,516.168,575.114,546.928,594.446,502.286,603.468,617.506,629.787,612.110,628.542,514.573,516.607,536.300,484.005,499.973,439.739,546.563,503.812
3370,517.259,617.545,577.866,578.717,603.878,573.169,515.794,575.534,547.038,595.313,502.209,603.930,616.391,630.916,612.784,628.975,514.943,516.642,536.902,484.260,500.224,439.849,547.010,503.436
3371,517.690,618.182,577.126,578.252,604.595,573.581,515.601,575.316,547.169,595.536,502.186,604.181,616.494,631.377,613.077,628.712,515.278,516.358,537.391,484.465,500.078,440.203,547.346,502.427
3372,517.950,618.181,576.245,578.166,606.763,573.915,515.698,574.619,547.055,595.584,502.337,604.222,617.517,631.064,612.889,628.099,515.625,515.877,537.599,484.620,500.138,440.481,547.253,501.286
3373,517.882,618.004,576.391,578.662,607.282,573.917,515.880,574.552,546.350,595.807,502.389,604.084,618.174,630.929,612.624,628.070,516.038,515.695,537.101,484.659,500.871,440.388,546.837,500.830
3374,517.482,618.019,577.779,579.526,604.924,573.642,515.843,575.377,545.502,596.299,502.131,603.975,617.654,631.679,612.897,629.111,516.476,516.199,535.821,484.673,501.675,440.113,546.546,501.221
3375,517.058,618.161,579.470,580.155,602.382,573.283,515.409,576.061,545.235,596.517,501.811,604.224,616.480,632.683,613.717,630.640,516.746,517.254,534.533,484.692,501.916,439.974,546.621,501.813
3376,516.744,618.040,579.960,580.116,602.809,573.057,514.950,575.988,545.680,596.129,501.718,604.805,615.940,632.986,614.347,631.365,516.522,518.225,533.811,484.553,501.498,440.272,546.856,501.990
3377,516.396,617.495,578.573,579.715,606.115,573.271,514.912,575.434,546.350,595.085,501.883,604.984,616.543,632.635,614.264,630.753,515.847,518.851,533.408,484.245,500.773,440.791,546.930,501.941
3378,516.122,616.899,576.138,579.396,609.160,574.111,515.354,575.354,546.712,594.230,502.042,604.415,616.877,632.543,614.035,629.941,515.211,519.350,532.902,483.799,500.027,441.194,546.654,501.986
3379,516.220,616.831,574.510,579.377,609.412,575.061,515.992,576.332,546.458,594.375,502.100,603.733,615.554,633.233,614.407,630.326,515.262,519.855,532.224,483.480,499.136,441.359,546.214,502.380
3380,516.778,617.660,574.711,579.659,607.137,575.557,516.446,578.053,545.839,595.428,502.129,603.652,613.143,634.335,615.510,632.155,515.918,520.323,531.705,483.483,497.985,441.275,545.637,503.104
3381,517.595,619.149,576.008,580.463,603.855,575.342,516.779,579.251,545.246,596.462,502.125,604.136,611.820,635.025,616.737,634.367,516.636,520.501,531.393,483.754,497.040,440.942,545.166,504.007
3382,518.333,620.513,577.008,581.565,601.344,574.599,516.996,579.234,544.640,596.793,502.079,604.775,612.486,634.805,617.489,635.508,516.940,520.278,531.238,483.848,497.047,440.342,545.078,504.687
3383,518.716,621.260,577.055,582.438,600.206,573.528,516.918,578.489,543.807,596.520,502.097,605.083,613.854,634.027,617.729,635.231,516.701,519.901,531.415,483.646,498.187,439.736,545.564,504.806
3384,518.734,621.644,576.336,582.889,599.374,572.332,516.257,578.081,542.835,595.972,502.170,605.115,613.946,633.643,617.914,634.516,516.280,519.647,531.946,483.444,499.700,439.232,546.229,504.528
3385,518.639,622.164,575.632,582.975,597.618,571.328,515.357,578.198,541.892,595.441,502.181,605.179,613.017,634.207,618.387,634.396,516.017,519.514,532.513,483.515,500.711,438.583,546.427,504.116
3386,518.725,622.645,575.344,582.909,596.031,570.757,514.862,578.387,541.606,595.140,502.053,605.333,612.943,635.119,618.755,634.795,515.803,519.543,533.010,483.829,501.118,437.849,546.120,503.761
3387,519.007,622.370,575.379,582.729,596.237,570.889,514.946,578.415,542.140,594.862,501.928,605.287,614.634,635.137,618.597,634.851,515.479,519.706,533.511,484.191,501.260,437.571,545.734,503.416
3388,519.292,621.306,575.609,582.590,597.817,571.333,515.380,578.407,543.222,594.271,501.872,604.896,616.900,633.890,618.140,634.223,515.317,519.838,534.167,484.796,501.120,437.994,545.553,503.015
3389,519.390,620.380,576.134,582.884,599.122,571.586,515.841,578.660,544.331,593.533,501.946,604.613,617.400,632.582,617.988,633.686,515.596,519.861,534.862,485.637,500.673,438.600,545.681,502.726
3390,519.396,620.383,577.138,583.632,599.160,571.347,516.271,579.024,545.271,593.237,502.108,604.922,615.114,632.123,618.436,633.866,516.055,519.984,535.241,486.303,500.331,438.629,546.118,502.954
3391,519.484,620.926,578.474,584.177,598.695,571.176,516.616,579.063,546.157,593.607,502.218,605.455,611.729,632.108,619.041,634.481,516.228,520.222,534.759,486.562,500.416,437.864,546.574,503.682
3392,519.550,620.966,579.478,583.906,598.863,571.767,516.774,578.589,546.862,594.014,502.246,605.925,610.214,631.748,619.081,634.541,515.896,520.426,533.943,486.647,500.764,436.991,546.590,504.326
3393,519.388,620.146,579.573,582.983,600.168,573.081,516.672,577.595,547.379,593.816,502.246,606.236,611.863,630.649,618.216,633.851,515.329,520.486,533.629,486.589,501.020,436.672,546.049,504.348
3394,519.030,619.166,578.992,582.066,602.183,574.210,516.394,576.393,547.449,592.885,502.277,606.456,615.131,629.540,616.949,633.092,514.832,520.598,534.069,486.300,501.275,436.736,545.278,503.916
3395,518.878,619.148,578.478,581.831,603.206,574.499,516.036,575.823,546.689,591.538,502.357,606.485,617.954,629.512,616.209,632.942,514.564,520.977,534.317,485.964,501.513,436.954,544.881,503.404
3396,519.109,619.955,578.391,582.177,602.359,574.085,515.779,575.998,545.034,590.423,502.465,606.382,618.951,630.510,616.345,633.185,514.630,521.522,533.958,485.740,501.222,437.096,545.101,502.981
3397,519.514,620.486,578.597,582.562,601.336,573.746,515.753,576.224,543.498,590.076,502.754,606.494,618.451,631.182,616.789,633.022,514.901,521.739,533.749,485.462,500.404,437.449,545.631,502.598
3398,519.631,619.943,578.735,582.665,602.641,573.976,516.020,575.707,543.140,590.492,503.258,606.685,617.757,630.396,616.705,632.021,514.920,521.354,534.280,485.107,499.425,438.272,545.953,502.289
3399,519.282,618.694,578.893,582.626,605.863,574.789,516.433,574.833,543.854,590.949,503.775,606.379,617.460,628.689,616.064,630.741,514.611,520.891,534.941,484.872,498.600,439.670,545.730,502.248
3400,518.681,617.773,579.415,582.645,607.534,575.469,516.606,574.654,544.625,591.285,504.037,605.609,617.160,627.502,615.536,630.312,514.151,520.846,535.111,484.956,498.136,440.846,545.147,502.520
3401,518.162,617.787,579.941,582.878,605.679,575.476,516.298,575.570,544.712,591.715,504.019,605.156,616.503,627.665,615.571,631.156,513.977,521.241,535.273,485.249,498.236,441.165,544.656,502.886
3402,517.961,618.179,579.814,583.011,602.244,575.079,515.719,576.609,544.367,592.234,503.770,605.228,616.131,628.705,615.952,632.435,514.235,521.677,535.759,485.300,498.705,440.641,544.522,503.032
3403,517.885,618.128,578.660,582.972,600.618,574.990,515.457,576.794,544.184,592.503,503.527,605.361,617.189,629.377,616.086,632.932,514.804,521.769,536.391,484.991,499.280,440.055,544.443,503.191
3404,517.649,617.487,577.198,582.770,602.305,575.428,515.781,576.075,544.417,592.683,503.464,605.221,619.637,629.034,615.714,632.488,515.505,521.374,536.658,484.829,499.822,440.014,544.148,503.508
3405,517.315,617.095,576.470,582.457,605.084,575.985,516.332,575.308,544.617,592.809,503.542,605.013,621.654,628.280,615.217,631.921,516.053,520.809,536.199,485.147,500.180,440.670,543.950,503.906
3406,517.086,617.634,576.719,582.255,605.550,576.243,516.534,574.947,544.415,593.041,503.536,605.379,621.677,627.949,615.152,632.106,516.290,520.392,535.194,485.772,500.120,441.345,544.154,504.081
3407,517.022,618.626,577.134,582.247,603.565,576.388,516.267,574.758,544.004,593.255,503.386,606.360,620.406,628.148,615.435,633.121,516.234,520.220,534.494,486.311,499.647,441.365,544.642,504.042
3408,517.277,619.054,577.123,581.989,601.878,576.767,515.938,574.436,544.059,593.276,503.260,607.177,619.883,628.100,615.430,634.163,516.054,520.007,534.634,486.411,499.251,440.699,545.040,504.108
3409,517.791,618.410,576.842,581.335,602.947,577.271,515.995,574.143,544.888,593.115,503.381,606.909,620.646,627.270,614.774,634.527,515.856,519.449,535.464,485.971,498.831,439.681,545.295,504.553
3410,518.368,617.420,576.802,580.898,605.519,577.690,516.551,574.348,545.926,593.046,503.679,605.811,621.246,626.045,613.818,634.356,515.666,518.865,536.226,485.227,498.144,438.794,545.386,505.388
3411,518.868,616.989,577.194,581.346,607.336,577.778,517.095,575.159,546.324,593.331,503.802,604.982,620.049,625.797,613.233,634.427,515.311,518.784,536.251,484.547,497.447,438.452,545.592,506.009
3412,519.120,617.224,578.166,582.396,607.069,577.489,517.222,576.179,546.125,593.435,503.554,605.052,617.131,627.219,613.426,635.183,514.766,519.476,535.440,484.341,497.384,438.467,545.918,506.069
3413,518.857,617.655,579.545,583.050,605.344,576.801,516.949,576.849,545.773,593.421,503.014,605.815,614.194,629.427,614.174,636.176,514.177,520.571,534.430,484.752,497.762,438.577,546.195,505.895
3414,518.226,617.825,580.561,583.161,603.504,576.037,516.323,576.770,545.496,593.954,502.528,606.758,612.749,630.793,614.831,636.679,514.002,521.523,533.747,485.461,497.929,438.919,546.387,505.538
3415,517.725,617.786,580.905,583.188,602.473,575.543,515.484,576.136,545.237,595.166,502.469,607.502,612.960,631.000,615.007,636.291,514.391,522.033,533.440,485.908,497.431,439.591,546.478,505.080
3416,517.821,618.097,580.676,583.518,602.046,575.231,514.815,575.739,544.915,596.131,502.773,607.747,613.911,631.074,614.911,635.537,515.175,522.329,533.315,485.959,496.531,440.064,546.812,504.861
3417,518.443,619.074,580.538,584.141,600.832,574.658,514.520,576.479,544.483,595.899,503.118,607.773,614.417,631.694,615.052,635.226,515.988,522.591,533.573,485.740,495.995,440.212,547.475,505.131
3418,519.100,620.169,580.581,584.371,598.748,573.725,514.471,577.774,544.061,594.722,503.340,607.827,614.366,632.453,615.223,635.431,516.451,522.821,534.408,485.303,496.489,440.272,548.189,505.648
3419,519.254,620.205,580.209,583.468,597.244,572.983,514.539,578.409,544.049,593.418,503.477,607.731,614.677,632.300,614.984,635.187,516.486,522.848,535.644,484.704,497.682,440.583,548.412,505.719
3420,518.926,618.844,579.269,581.809,598.038,573.028,514.757,577.695,544.659,592.917,503.577,607.209,615.917,631.173,614.208,634.068,516.247,522.592,536.381,484.120,498.747,440.800,548.044,504.982
3421,518.481,617.172,578.834,580.604,600.435,573.561,515.167,576.546,545.383,593.483,503.457,606.774,617.123,630.229,613.635,632.895,516.066,522.244,535.752,483.811,499.045,440.974,547.458,503.893
3422,518.195,616.559,579.455,580.512,601.809,573.917,515.564,575.965,545.638,594.887,503.062,607.015,616.743,630.569,613.957,632.771,515.998,521.975,534.373,483.872,498.945,440.800,547.049,503.546
3423,518.003,616.966,580.312,581.147,600.756,573.982,515.840,575.990,545.570,596.487,502.557,607.569,614.820,631.749,615.028,633.402,515.922,522.059,533.624,484.191,499.096,440.154,547.058,504.182
3424,517.620,617.268,580.486,581.900,599.489,574.090,515.955,575.998,545.341,597.637,502.365,607.409,613.471,632.235,615.986,633.556,515.622,522.312,534.037,484.571,499.665,439.023,547.486,504.863
3425,517.046,616.811,580.063,582.227,600.588,574.561,515.953,575.456,545.091,597.816,502.572,606.308,614.300,631.277,615.910,632.299,515.088,522.453,535.066,484.923,500.076,438.064,548.202,504.719
3426,516.658,616.120,579.427,582.438,603.435,575.178,515.806,574.503,544.710,597.092,502.972,605.086,616.411,629.636,614.921,630.440,514.506,522.446,535.799,485.359,500.102,437.864,548.760,503.809
3427,516.792,616.122,578.739,582.407,604.939,575.369,515.534,573.707,544.464,596.136,503.280,604.452,617.809,628.645,614.064,629.496,514.186,522.542,536.044,485.817,499.809,438.122,548.737,503.023
3428,517.179,616.926,578.115,582.188,604.069,574.928,515.126,573.464,544.485,595.377,503.406,604.560,617.511,628.756,613.921,630.254,514.255,522.664,535.767,486.209,499.491,438.800,548.109,503.094
3429,517.316,617.366,577.870,581.482,602.153,574.267,514.757,573.529,544.911,594.706,503.345,604.824,616.511,629.119,614.275,631.843,514.533,522.527,535.361,486.396,499.049,439.904,547.423,503.603
3430,517.029,616.753,578.020,580.402,601.229,574.017,514.793,573.601,545.767,594.110,503.209,604.778,616.743,628.730,614.424,632.884,514.665,521.935,534.980,486.447,498.564,441.087,547.146,503.678
3431,516.561,615.339,578.075,579.656,602.031,574.392,515.243,573.729,546.714,594.209,503.129,604.355,618.717,627.562,614.045,632.847,514.645,521.187,534.860,486.158,497.869,441.672,547.218,503.117
3432,516.217,614.291,577.992,579.928,603.824,575.092,515.705,574.075,547.441,594.970,503.153,603.909,620.823,626.558,613.433,632.653,514.553,520.759,534.757,485.530,496.971,441.701,547.519,502.597
3433,516.390,614.285,578.530,580.914,605.031,575.631,515.842,574.534,547.585,595.977,503.084,603.953,621.251,626.595,613.073,633.244,514.482,521.030,534.361,485.045,496.378,441.843,548.083,502.600
3434,517.111,614.856,579.885,581.756,604.802,575.739,515.850,574.917,547.193,596.667,502.842,604.400,620.294,627.451,613.101,634.483,514.407,521.699,533.487,485.029,496.385,442.470,548.803,502.914
3435,517.846,615.051,581.146,582.030,603.786,575.639,516.019,574.841,546.502,597.044,502.566,605.031,619.543,628.255,613.180,635.372,514.190,521.950,532.698,485.137,496.822,443.272,549.245,503.238
3436,517.974,614.854,581.415,581.565,603.328,575.736,516.346,574.193,546.040,597.023,502.544,605.584,619.740,628.257,613.044,635.442,513.896,521.471,532.334,484.778,497.047,443.528,549.245,503.554
3437,517.576,614.806,580.593,580.903,603.786,575.764,516.646,573.458,545.947,596.600,502.735,605.846,620.074,627.885,612.799,635.163,513.664,520.850,532.103,484.209,496.885,442.551,549.150,503.840
3438,517.098,615.407,579.569,580.759,604.046,575.271,516.711,573.648,545.939,595.989,502.861,605.937,619.323,627.942,612.878,635.395,513.694,520.873,531.590,484.026,496.991,440.832,549.437,504.204
3439,516.909,616.379,578.775,581.277,603.153,574.582,516.543,575.024,545.881,595.278,502.747,606.041,617.900,628.490,613.429,636.325,514.132,521.405,530.816,484.350,497.593,439.330,549.999,504.713
3440,516.974,617.001,577.814,581.729,602.351,574.254,516.261,576.576,545.907,594.676,502.488,605.961,617.314,628.853,614.140,637.195,514.647,521.760,530.332,484.988,498.224,438.901,550.271,504.983
3441,517.110,616.525,576.407,581.524,602.954,574.701,516.026,577.100,546.350,594.322,502.293,605.377,618.337,628.278,614.503,637.277,514.900,521.362,530.725,485.407,498.451,439.359,549.932,504.679
3442,517.206,614.969,575.079,581.036,604.389,575.761,516.078,576.141,546.981,594.145,502.232,604.409,619.860,626.787,614.338,636.598,514.793,520.353,531.545,485.380,498.327,440.096,549.228,504.144
3443,517.250,613.531,574.569,580.839,604.870,576.576,516.502,574.642,547.244,594.207,502.216,603.680,619.994,625.454,614.013,636.205,514.591,519.733,531.700,485.233,497.665,440.548,548.654,503.870
3444,517.253,613.354,574.802,580.994,603.718,576.500,517.019,573.835,547.078,594.372,502.077,603.563,618.409,625.517,613.856,636.808,514.658,520.102,530.998,485.260,496.722,440.661,548.512,504.033
3445,517.219,614.550,574.842,581.108,601.511,575.468,517.257,573.884,546.900,594.561,501.924,604.113,616.651,626.915,613.975,637.883,515.030,521.025,529.946,485.490,496.016,440.603,548.713,504.160
3446,517.194,615.936,574.617,580.853,599.214,574.106,517.185,574.301,547.087,594.800,501.887,605.031,616.106,628.479,614.111,638.344,515.482,521.683,529.405,485.599,496.042,440.545,549.024,503.992
3447,517.214,616.653,574.889,580.557,597.450,572.971,516.924,574.711,547.392,595.228,501.926,605.872,616.846,629.284,614.070,637.926,515.743,521.854,529.693,485.380,496.713,440.351,549.087,503.596
3448,517.226,616.629,576.320,580.670,596.061,572.206,516.367,575.306,547.144,595.513,501.978,606.194,617.554,629.373,613.985,637.493,515.782,521.781,530.258,484.946,497.385,439.786,548.945,503.365
