 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24
1877,520.027,624.586,574.174,586.058,601.260,587.251,516.795,577.387,552.667,601.418,502.241,601.667,615.837,627.342,618.073,629.747,521.941,523.245,529.958,483.228,501.211,435.307,558.882,506.242
1878,519.708,624.459,574.545,585.504,602.786,586.971,517.026,577.120,552.155,601.122,502.190,602.112,617.357,626.399,618.201,629.531,521.766,522.601,529.808,483.572,501.453,435.055,558.877,505.712
1879,519.413,624.954,575.692,584.670,601.191,586.586,517.168,577.367,550.949,601.241,501.949,602.745,616.700,626.385,618.621,629.911,521.978,522.529,529.511,483.324,501.656,435.113,558.958,506.051
1880,519.314,625.300,576.502,583.609,598.580,586.482,517.252,577.743,550.049,601.248,501.856,603.013,615.257,626.845,619.028,629.790,522.266,522.424,529.329,482.501,501.625,435.467,558.939,506.802
1881,519.226,624.871,576.296,582.357,597.870,587.036,517.461,577.855,549.953,600.913,502.001,602.368,615.311,626.705,618.931,628.593,522.388,521.779,529.499,481.434,501.273,435.933,558.673,507.142
1882,519.258,624.003,575.660,581.138,599.786,588.039,517.879,577.692,550.167,600.568,502.197,601.090,617.143,625.693,618.224,626.863,522.270,520.896,529.872,480.602,500.720,436.791,558.354,506.676
1883,519.475,623.378,575.253,580.792,601.687,588.560,518.316,577.652,550.256,600.660,502.213,599.953,618.511,624.835,617.332,625.794,521.978,520.546,530.285,480.428,500.187,438.084,558.294,505.839
1884,519.825,623.130,574.996,581.504,601.244,588.237,518.484,577.971,549.926,601.239,501.963,599.460,617.777,624.962,616.832,625.902,521.683,521.028,530.526,481.252,500.060,439.597,558.414,505.235
1885,520.096,622.970,574.174,582.604,599.321,587.576,518.224,578.118,549.477,601.894,501.628,599.334,616.271,625.512,616.867,626.513,521.414,521.777,530.339,482.778,500.567,440.551,558.410,504.897
1886,519.954,622.648,572.941,582.947,598.855,587.429,517.775,577.558,549.547,602.170,501.491,598.993,616.206,625.460,616.995,626.491,520.946,522.238,529.889,484.024,501.455,440.878,558.242,504.428
1887,519.402,622.093,571.838,582.465,600.519,587.897,517.460,576.499,550.430,602.055,501.671,598.283,617.760,624.687,616.852,625.780,520.128,522.145,529.582,484.236,502.535,440.655,558.088,504.029
1888,518.778,621.872,571.628,582.091,602.740,588.399,517.524,575.778,551.504,601.812,501.928,597.610,619.226,624.269,616.579,625.185,519.225,521.740,529.622,483.770,503.638,440.183,557.955,504.299
