 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22
5299,252.212,272.936,257.864,261.697,263.744,258.044,247.041,253.305,253.792,253.925,252.196,257.090,322.831,256.351,249.483,252.854,254.806,250.697,252.271,251.600,250.058,251.755
5300,251.419,272.704,257.578,262.534,263.515,258.066,247.198,252.684,254.652,253.387,252.388,256.933,322.930,256.454,249.508,253.101,254.843,250.950,252.071,251.010,249.936,251.831
5301,251.346,272.096,257.603,263.273,263.102,257.746,247.173,251.641,254.754,252.839,251.494,256.928,323.436,256.440,249.500,253.192,255.119,250.866,251.539,250.646,250.028,251.871
5302,251.447,271.565,258.139,263.538,262.700,257.230,247.058,251.312,254.031,251.968,249.906,257.094,323.964,256.056,249.471,253.047,255.521,250.742,250.846,250.284,250.121,251.747
5303,251.465,271.451,258.965,262.863,262.618,256.568,246.906,251.957,252.894,251.134,248.727,256.973,324.137,255.582,249.308,252.700,255.808,250.729,250.271,249.945,250.024,251.550
5304,251.258,271.809,259.533,261.718,262.876,255.866,246.659,252.918,252.099,250.672,248.347,256.659,323.820,255.243,248.979,252.385,255.874,250.768,249.879,249.778,249.873,251.524
5305,251.253,272.227,260.003,260.731,263.276,255.344,246.500,253.547,251.857,250.866,248.310,256.139,323.414,255.068,248.534,252.433,255.715,250.567,249.457,249.781,249.922,251.679
5306,251.636,272.287,260.547,260.444,263.545,255.306,246.535,253.906,252.130,251.199,248.347,255.906,323.120,255.012,248.213,252.751,255.159,250.182,249.104,249.993,250.125,251.809
5307,252.092,271.932,261.206,260.773,263.643,255.781,246.728,254.484,252.713,251.151,248.673,256.489,322.849,255.436,248.228,252.873,254.306,249.825,248.843,250.414,250.274,251.888
5308,252.567,271.312,261.557,261.402,263.620,256.276,247.124,255.309,253.645,250.860,249.224,257.404,322.492,256.249,248.327,252.493,253.645,249.446,248.661,250.778,250.276,251.960
5309,253.032,270.443,261.502,262.192,263.332,256.197,247.597,255.836,254.413,250.570,249.437,257.915,322.117,256.930,248.384,251.860,253.439,248.887,248.479,250.836,250.089,251.958
5310,253.392,269.564,261.209,262.551,262.858,255.822,247.834,255.852,254.597,250.597,249.159,257.933,321.840,256.926,248.549,251.522,253.404,248.327,248.346,250.677,249.839,252.014
5311,253.198,269.030,261.143,262.415,262.553,255.672,247.712,255.781,254.242,250.753,248.763,257.803,321.443,256.255,248.958,251.533,253.381,248.013,248.379,250.569,249.519,252.108
5312,252.618,268.781,261.512,261.979,262.763,255.880,247.452,255.965,253.751,250.774,248.710,257.439,320.745,255.494,249.394,251.753,253.257,248.071,248.579,250.831,249.296,252.187
5313,252.143,268.768,262.195,261.735,263.289,256.251,247.297,256.215,253.884,250.677,248.967,256.650,319.862,255.221,249.529,252.076,252.918,248.418,248.786,251.178,249.258,252.221
5314,252.267,268.916,262.850,261.679,263.677,256.798,247.304,256.461,254.580,250.887,249.527,255.717,319.209,255.321,249.122,252.300,252.523,248.827,248.736,251.253,249.437,252.195
5315,252.853,269.217,263.258,261.227,263.607,257.361,247.475,256.691,255.225,251.118,250.339,255.534,318.808,255.367,248.489,252.129,252.428,249.173,248.711,251.075,249.620,252.151
5316,253.470,269.461,263.254,260.329,263.140,257.402,247.675,256.793,255.423,250.887,250.763,256.175,318.701,255.185,247.876,251.736,252.568,249.195,248.818,251.048,249.612,251.978
5317,253.604,269.525,263.000,259.423,262.643,256.686,247.675,256.816,254.918,250.258,250.363,256.807,318.613,255.048,247.430,251.425,252.605,248.727,248.893,251.330,249.529,251.765
5318,253.309,269.319,262.972,259.051,262.477,255.751,247.348,256.738,254.017,250.016,249.547,256.861,318.386,255.090,247.196,251.410,252.381,248.234,248.771,251.569,249.571,251.689
5319,253.074,268.958,263.206,259.299,262.554,254.989,247.069,256.652,253.113,250.640,249.069,256.758,317.817,255.064,247.441,251.647,252.079,248.087,248.793,251.414,249.805,251.747
5320,253.069,268.645,263.404,259.825,262.432,254.678,247.053,256.480,253.126,251.602,249.024,256.937,317.093,254.930,248.209,252.034,251.888,248.277,249.404,251.060,250.018,251.552
5321,253.194,268.457,263.105,259.974,261.903,254.787,247.223,256.328,254.181,251.973,249.143,256.937,316.506,254.845,248.994,252.389,251.939,248.773,250.189,250.853,250.169,251.157
5322,253.161,268.358,262.533,259.333,261.492,255.153,247.373,256.277,255.546,251.328,249.073,256.628,316.169,254.896,249.194,252.683,252.136,249.457,250.482,250.908,250.282,251.068
5323,253.069,268.413,262.362,258.470,261.619,255.508,247.336,256.422,256.437,250.699,248.939,256.220,315.993,255.157,248.909,252.812,252.210,250.019,250.114,250.983,250.306,251.480
5324,253.023,268.643,262.892,258.120,262.024,255.880,247.233,256.602,256.795,251.199,248.649,255.928,315.698,255.428,248.673,253.063,252.075,250.286,249.443,250.839,250.262,251.825
5325,252.899,268.856,263.732,258.128,262.198,256.128,247.145,256.750,256.939,252.511,248.343,256.045,315.191,255.426,248.654,253.173,251.890,250.255,248.793,250.651,250.233,251.655
5326,252.982,268.871,263.857,257.761,261.974,256.126,247.032,256.715,257.041,253.290,248.453,256.493,314.608,255.006,248.751,252.915,251.832,249.820,248.504,250.492,250.207,251.076
5327,253.369,268.632,263.279,257.295,261.717,255.773,247.173,256.328,257.003,252.667,249.045,257.094,314.062,254.552,248.882,252.078,251.741,249.303,248.911,250.619,250.028,250.733
5328,253.802,268.319,262.474,257.312,261.659,255.336,247.624,255.832,256.611,251.296,249.543,257.466,313.591,254.295,248.859,251.144,251.540,248.803,249.857,251.005,249.686,250.833
5329,253.922,268.027,262.038,257.838,261.855,255.213,247.970,255.699,255.850,250.532,249.698,257.300,313.145,254.068,248.563,250.516,251.400,248.351,250.261,251.458,249.348,251.223
5330,253.530,267.849,262.153,258.278,262.000,255.500,247.887,256.145,255.174,250.844,249.518,256.507,312.680,253.530,248.304,250.372,251.509,248.180,250.000,251.759,249.392,251.701
5331,253.083,267.712,262.394,258.355,261.778,255.754,247.740,256.980,255.225,251.704,249.278,255.435,312.235,252.914,248.468,250.516,251.827,248.307,249.443,251.783,249.686,252.008
5332,252.945,267.560,262.237,258.568,261.213,255.852,247.733,257.883,256.154,252.134,249.249,254.677,311.795,252.665,248.973,250.732,251.855,248.846,249.368,251.877,250.008,252.060
5333,253.198,267.412,261.551,258.974,260.534,255.866,247.541,258.387,257.410,251.849,249.412,254.619,311.320,253.028,249.441,250.981,251.526,249.299,249.825,252.051,250.167,251.857
5334,253.387,267.161,260.704,259.355,260.259,255.839,247.012,258.648,257.939,251.570,249.665,255.143,310.808,253.675,249.380,251.256,251.147,249.294,250.454,252.258,250.159,251.303
5335,253.272,266.749,260.080,259.312,260.375,255.615,246.599,258.711,257.242,251.909,249.727,255.830,310.141,254.291,249.082,251.603,251.110,248.738,251.086,252.373,249.948,250.639
5336,253.147,266.249,259.892,258.957,260.800,255.208,246.599,258.273,255.867,252.823,249.951,256.265,309.499,254.534,248.964,251.805,251.586,248.108,251.479,252.316,249.716,250.185
5337,252.866,265.848,259.941,258.372,261.413,254.940,246.827,257.070,254.648,253.640,250.527,256.018,309.178,254.369,249.068,251.478,252.332,248.058,251.496,252.219,249.722,250.016
5338,252.258,265.581,259.955,258.107,262.090,254.978,247.041,255.391,254.242,253.833,250.743,255.085,309.226,254.026,249.072,250.734,252.928,248.578,251.186,251.896,249.956,250.014
5339,251.396,265.530,259.948,258.278,262.510,255.434,247.247,254.145,254.553,253.608,250.376,254.408,309.417,253.833,248.861,250.180,253.175,248.823,250.825,251.518,250.243,250.124
5340,250.608,265.688,260.192,258.910,262.483,256.025,247.332,253.723,254.792,253.274,249.980,254.543,309.550,253.890,248.783,250.288,253.030,248.439,250.468,251.306,250.417,250.355
5341,250.263,265.908,260.463,259.432,262.041,256.426,247.339,254.199,254.543,253.091,250.110,255.498,309.407,254.058,248.835,250.996,252.643,247.892,250.071,251.340,250.427,250.789
5342,250.341,266.031,260.847,259.368,261.474,256.328,247.290,254.992,253.877,253.102,250.457,256.565,308.839,254.219,248.817,251.941,252.271,247.374,249.746,251.499,250.258,251.396
5343,250.917,265.892,261.014,258.966,260.987,256.014,247.203,255.605,253.536,252.989,250.482,257.126,307.861,254.297,248.527,252.624,252.180,246.866,249.804,251.622,249.988,252.072
5344,251.571,265.675,260.711,258.632,260.687,255.842,247.203,255.688,253.618,252.419,250.033,257.018,306.790,254.460,248.080,252.736,252.638,246.325,250.200,251.935,249.781,252.590
5345,251.968,265.519,260.247,258.581,260.671,255.790,247.403,255.137,253.580,251.683,249.367,256.296,306.094,254.729,247.629,252.442,253.313,245.911,250.593,252.494,249.706,252.944
5346,252.346,265.378,259.899,258.727,260.767,255.697,247.735,254.355,253.341,250.898,248.808,255.309,305.823,255.175,247.338,252.148,253.738,245.861,250.525,252.836,249.726,253.010
5347,252.682,265.083,259.613,258.949,260.766,255.344,248.007,253.863,253.143,250.505,248.808,254.543,305.637,255.659,247.354,252.264,253.621,246.314,250.236,252.677,249.803,252.536
5348,252.742,264.626,259.160,258.970,260.550,255.036,247.926,253.938,253.263,250.489,249.571,254.457,305.190,255.859,247.848,252.581,252.932,246.998,250.368,252.340,249.819,251.715
5349,252.456,264.152,258.453,258.645,260.157,254.795,247.382,254.352,253.836,250.699,250.400,255.184,304.574,255.530,248.717,252.683,252.112,247.703,251.039,251.976,249.728,251.088
5350,251.949,263.765,257.812,258.355,259.861,254.623,246.853,254.434,254.693,250.737,250.678,256.013,304.051,254.797,249.361,252.427,251.717,248.147,251.418,251.670,249.531,250.735
5351,251.194,263.477,257.659,258.256,259.824,254.445,246.710,254.090,255.700,250.581,250.714,256.426,303.780,254.064,249.452,251.801,251.689,248.206,251.029,251.333,249.427,250.631
5352,250.562,263.326,257.955,258.363,259.990,254.139,246.853,253.711,256.150,250.172,250.984,256.251,303.798,253.647,249.352,251.042,251.617,247.877,250.261,250.949,249.501,250.845
5353,250.313,263.360,258.561,258.150,260.047,253.975,246.929,253.535,255.696,250.091,251.396,256.022,303.823,253.552,249.327,250.433,251.318,247.370,249.789,250.494,249.658,251.478
5354,250.369,263.347,259.164,257.457,259.650,254.131,246.959,253.574,254.502,250.360,251.245,255.834,303.606,253.610,249.207,250.171,251.224,246.952,249.707,250.253,250.018,252.215
5355,250.935,263.138,259.652,256.727,258.995,254.839,247.173,253.723,253.601,250.968,250.310,255.552,303.249,253.759,248.869,250.482,251.484,246.944,249.886,250.455,250.423,252.472
5356,252.028,262.882,259.826,256.269,258.680,255.637,247.719,253.855,253.249,251.430,249.269,255.121,302.929,254.008,248.504,251.323,251.776,247.305,249.882,251.111,250.604,252.307
5357,252.935,262.840,259.568,256.107,258.925,255.995,248.175,254.000,253.263,251.371,248.829,254.906,302.534,254.283,248.376,252.235,251.902,247.626,249.679,251.822,250.493,251.920
5358,253.272,263.014,259.042,256.013,259.407,255.574,248.129,254.188,253.498,250.866,248.820,254.803,302.266,254.622,248.373,252.869,251.909,247.615,249.346,251.959,250.368,251.494
5359,253.161,263.140,258.366,256.043,259.787,254.628,247.806,254.254,254.017,250.489,248.751,254.516,302.270,254.960,248.141,253.106,251.988,247.398,249.064,251.436,250.433,251.050
5360,252.733,262.992,257.725,256.436,260.019,253.473,247.760,254.004,254.539,250.903,248.739,254.188,302.503,255.133,247.593,252.958,252.152,247.355,249.307,251.014,250.491,250.737
5361,252.226,262.736,257.303,257.111,260.118,252.634,248.293,253.457,254.724,252.285,249.216,253.924,302.664,254.996,247.086,252.645,252.341,247.589,249.686,251.053,250.316,250.721
5362,251.834,262.423,257.429,257.342,260.022,252.885,249.168,252.914,254.631,253.505,249.935,253.839,302.498,254.665,246.939,252.393,252.257,247.818,249.964,251.352,249.813,251.028
5363,252.009,262.151,258.035,256.927,259.802,254.011,249.899,252.727,254.553,253.919,250.265,253.839,301.889,254.197,247.086,252.355,251.593,247.894,249.964,251.578,249.060,251.301
5364,252.364,261.905,258.665,256.517,259.722,255.344,250.277,252.637,254.570,253.495,250.012,253.906,301.173,253.673,247.344,252.419,250.619,247.673,249.800,251.395,248.376,251.315
5365,252.415,261.781,258.909,256.709,259.751,256.344,250.240,252.496,254.440,253.167,249.486,253.960,300.620,253.195,247.622,252.425,249.879,247.325,249.600,251.007,248.091,251.131
5366,252.120,261.734,258.568,257.158,259.718,256.863,250.343,252.129,253.976,253.747,249.273,254.135,300.173,253.062,248.025,252.144,249.729,246.935,249.686,250.482,248.243,250.908
5367,251.535,261.749,257.777,257.034,259.540,256.844,250.765,252.156,253.338,254.548,249.437,254.139,299.746,253.400,248.603,251.569,249.967,246.675,250.132,250.255,248.592,250.785
5368,251.115,261.726,256.913,256.389,259.177,256.309,251.281,252.688,252.990,254.581,249.465,253.803,299.488,253.749,248.888,250.998,250.280,246.786,250.696,250.470,249.199,250.837
5369,251.143,261.688,256.303,255.880,258.768,255.486,251.247,253.559,253.218,253.677,249.155,253.538,299.446,253.771,248.565,250.732,250.675,247.175,250.982,251.080,250.048,251.189
5370,251.793,261.577,255.972,255.509,258.481,254.702,250.882,254.332,253.631,252.543,248.588,253.915,299.426,253.382,248.095,250.702,251.131,247.504,250.850,251.607,250.662,251.643
5371,252.636,261.671,255.889,255.201,258.407,254.068,250.668,254.852,253.747,251.849,248.367,254.507,299.289,252.739,248.011,250.617,251.432,247.543,250.450,251.752,250.905,251.874
5372,253.253,261.940,255.861,255.038,258.575,253.658,251.023,254.895,253.352,251.849,248.551,254.789,298.966,251.996,248.226,250.552,251.474,247.338,249.886,251.749,250.861,251.906
5373,253.309,262.158,255.875,255.179,259.049,253.298,251.597,254.430,253.027,252.290,249.061,254.650,298.411,251.723,248.259,250.531,251.292,247.087,249.300,251.940,250.676,252.068
5374,252.742,262.164,255.704,255.184,259.550,252.803,251.942,253.484,253.287,252.699,249.522,254.637,297.806,252.153,248.038,250.529,250.932,246.838,248.904,251.911,250.153,252.363
5375,252.028,262.038,255.470,254.850,259.717,252.604,251.906,252.266,253.911,252.957,249.596,254.794,297.472,252.853,247.990,250.679,250.465,246.524,249.086,251.586,249.539,252.610
5376,251.848,261.938,255.627,254.256,259.509,252.874,251.634,251.168,254.232,253.479,249.510,254.753,297.684,253.367,248.496,250.825,250.185,246.201,249.461,251.239,249.175,252.721
5377,252.521,261.856,256.425,253.936,259.069,253.180,250.982,250.652,253.761,254.651,249.645,254.493,298.550,253.502,249.264,250.886,250.271,246.223,249.596,251.246,249.209,252.655
5378,253.138,261.805,257.561,254.235,258.803,253.443,250.023,250.703,253.212,255.973,249.694,253.955,300.248,253.492,249.622,250.930,250.647,246.833,249.650,251.576,249.588,252.434
5379,253.106,261.851,258.491,254.709,259.117,253.566,249.353,251.125,253.416,256.962,249.359,253.489,302.478,253.476,249.395,251.239,251.157,247.742,250.079,252.087,249.994,252.126
5380,253.051,262.069,259.000,255.098,259.772,253.525,249.341,251.672,254.621,257.226,248.657,253.475,304.751,253.394,248.620,252.015,251.801,248.288,250.889,252.446,250.239,251.787
5381,253.336,262.301,259.348,255.329,260.287,253.459,249.753,252.191,255.911,256.672,247.943,253.870,306.813,253.464,247.804,252.814,252.474,248.115,251.614,252.574,250.169,251.470
5382,253.742,262.142,259.575,255.214,260.499,253.546,249.901,252.539,256.631,255.640,247.588,253.973,308.833,253.845,247.373,253.118,253.065,247.530,251.879,252.614,250.123,251.273
5383,253.779,261.556,259.780,254.808,260.794,253.833,249.576,252.684,256.894,254.629,247.620,253.749,310.678,254.327,247.591,253.055,253.290,246.952,251.771,252.689,250.046,251.540
5384,253.484,260.890,259.906,254.090,261.243,254.090,248.970,252.609,257.140,253.925,248.155,253.807,312.151,254.566,247.954,253.154,252.937,247.041,251.804,252.713,250.068,252.297
5385,252.820,260.500,260.206,253.628,261.612,254.224,248.445,252.863,257.447,253.624,248.604,254.081,313.188,254.554,248.222,253.410,252.269,247.792,252.296,252.631,250.052,253.319
5386,251.945,260.440,260.854,253.632,261.772,254.224,248.157,253.598,257.577,253.640,248.759,253.982,313.722,254.560,248.270,253.721,251.638,248.567,252.811,252.400,250.113,254.195
5387,251.267,260.570,261.571,253.855,261.940,254.210,248.127,254.609,257.481,254.215,248.853,253.448,313.816,254.791,248.219,254.156,251.329,248.649,252.721,252.439,250.093,254.783
5388,251.171,260.701,262.049,253.962,262.153,254.079,248.182,255.438,257.007,255.500,249.327,252.901,313.570,255.203,248.084,254.744,251.371,248.078,252.179,252.631,249.875,254.797
5389,251.723,260.857,262.244,253.927,262.179,253.850,248.336,255.848,256.536,257.097,249.992,253.009,313.480,255.560,248.008,255.285,251.671,247.413,252.025,252.694,249.610,254.137
5390,252.599,261.029,262.477,253.795,261.977,253.806,248.590,255.871,256.491,258.145,250.208,253.704,313.898,255.894,247.924,255.467,252.103,247.076,252.404,252.390,249.517,253.227
5391,253.009,261.255,262.990,253.855,261.956,254.183,248.984,255.762,256.816,258.280,249.980,254.444,314.857,256.106,247.671,255.146,252.612,247.119,252.550,251.990,249.642,252.908
5392,252.645,261.464,263.777,254.316,262.503,254.626,249.247,256.008,256.840,257.860,249.690,254.919,316.299,255.998,247.375,254.626,253.077,247.429,251.975,251.855,249.763,253.161
5393,251.811,261.453,264.585,255.244,263.489,254.751,249.094,256.188,256.532,257.495,249.759,254.852,318.116,255.504,247.034,254.279,253.404,247.937,251.064,251.829,249.819,253.269
5394,251.281,261.377,265.122,256.359,264.620,254.464,248.555,256.250,256.437,257.054,250.302,254.534,320.089,254.910,246.772,253.827,253.579,248.545,250.575,251.855,250.010,252.857
5395,251.682,261.351,265.338,257.098,265.507,254.202,247.919,256.414,256.792,256.430,250.898,254.085,321.894,254.432,246.804,253.457,253.435,249.130,250.654,251.752,250.304,252.229
5396,252.889,261.473,265.463,257.132,266.118,254.440,247.643,256.906,257.058,256.258,251.167,253.081,323.369,254.048,247.287,253.353,253.201,249.493,251.018,251.578,250.429,251.777
5397,253.839,261.451,265.645,256.910,266.421,255.199,247.770,257.734,256.939,257.075,250.910,251.740,324.779,253.737,247.899,253.395,252.960,249.747,251.050,251.386,250.258,251.705
5398,254.115,261.135,265.784,257.184,266.384,255.820,248.164,258.719,256.645,258.091,250.527,250.762,326.285,253.588,248.097,253.108,252.631,249.907,250.793,251.027,249.920,251.773
5399,253.673,260.781,266.003,257.761,266.122,255.648,248.528,259.586,256.768,258.570,250.461,250.386,327.890,253.707,247.675,252.545,252.245,249.972,250.546,250.564,249.606,251.807
5400,252.475,260.526,266.415,258.291,266.026,254.792,248.714,260.199,257.433,258.419,250.722,250.516,329.298,253.946,247.150,252.042,251.944,250.061,250.793,250.108,249.338,251.695
5401,251.189,260.358,266.923,258.705,266.234,254.096,248.668,260.809,258.348,258.446,250.673,250.960,330.223,254.265,247.042,252.063,251.853,250.165,251.707,249.986,249.048,251.586
5402,250.691,260.299,267.279,259.261,266.437,254.093,248.546,261.590,258.846,258.876,250.273,251.413,330.624,254.556,247.338,252.342,251.848,250.346,252.525,250.149,248.851,251.436
5403,251.147,260.345,267.390,259.838,266.406,254.546,248.521,262.645,258.833,259.737,250.102,252.202,330.531,254.689,247.544,252.448,252.243,250.400,252.507,250.422,248.843,251.536
5404,251.903,260.419,267.460,260.444,266.342,254.880,248.694,263.668,258.478,260.204,250.482,253.269,330.222,254.825,247.268,252.275,252.951,250.539,251.800,250.511,248.930,251.882
5405,252.240,260.482,267.509,261.034,266.319,255.117,248.758,264.086,258.355,259.758,251.253,254.269,330.035,254.912,246.781,251.966,253.379,250.814,251.186,250.301,249.022,252.163
5406,252.065,260.414,267.551,261.534,266.274,255.440,248.597,263.836,258.515,258.677,251.951,254.996,330.117,254.709,246.527,251.677,253.178,251.182,251.157,249.998,249.000,252.153
5407,251.562,260.145,267.335,261.752,266.097,255.713,248.364,263.285,258.935,257.565,252.588,255.323,330.013,254.373,246.356,251.567,252.607,251.452,251.211,249.733,248.825,251.960
5408,251.157,259.881,266.861,261.731,265.943,255.538,248.380,262.730,259.266,257.145,253.057,255.274,329.458,254.191,246.260,251.698,252.306,251.589,250.782,249.636,248.479,251.890
5409,250.982,259.784,266.697,261.295,265.951,255.096,248.422,262.121,259.416,257.425,253.167,254.883,328.981,254.315,246.196,252.004,252.350,251.747,250.068,249.426,248.239,251.940
5410,251.175,259.752,266.965,260.697,266.195,254.730,248.076,261.449,259.553,258.038,253.016,254.466,328.855,254.494,246.131,252.474,252.624,251.781,249.804,249.154,247.980,252.012
5411,251.539,259.823,267.341,260.085,266.447,254.612,247.555,260.992,259.826,258.435,252.865,254.135,328.921,254.542,246.070,252.875,252.874,251.613,250.411,249.007,247.660,252.114
5412,252.069,260.032,267.463,260.051,266.710,254.538,247.304,260.680,260.229,258.446,252.878,253.928,328.887,254.620,246.207,252.841,253.086,250.909,251.389,249.161,247.457,252.333
5413,252.719,260.323,267.366,260.705,267.110,254.423,247.385,260.062,260.256,258.269,252.963,253.794,328.812,255.108,246.462,252.406,253.203,249.981,252.254,249.282,247.610,252.618
5414,253.438,260.686,267.192,261.500,267.848,254.402,247.475,259.246,259.870,257.914,253.237,253.915,328.842,255.751,246.565,251.943,252.895,249.325,252.829,249.058,248.004,253.092
5415,254.535,260.942,267.017,261.782,268.692,254.448,247.664,258.547,259.703,257.113,253.392,254.170,328.795,256.267,246.532,251.702,252.152,249.338,253.404,248.894,248.324,253.745
5416,255.917,260.905,266.537,261.248,269.351,254.582,248.251,258.305,259.823,255.973,253.147,254.552,328.585,256.309,246.481,251.567,251.423,249.762,254.132,249.287,248.394,254.233
5417,257.198,260.464,266.167,260.273,269.928,254.995,248.910,258.422,259.884,255.511,252.580,255.090,328.222,256.064,246.361,251.596,251.238,250.351,254.657,249.908,248.217,254.329
5418,257.866,259.874,266.115,259.316,270.516,255.746,249.320,258.820,259.577,256.231,251.955,255.767,327.885,255.735,246.072,251.755,251.734,251.017,254.771,250.280,247.944,254.281
5419,257.820,259.430,266.599,259.150,270.860,256.631,249.588,259.246,258.983,257.376,251.931,256.265,327.735,255.438,245.586,251.941,252.220,251.429,254.468,250.161,247.825,254.406
5420,257.465,259.274,267.220,259.791,270.865,257.090,249.982,259.336,258.304,257.989,252.702,256.475,327.611,255.129,245.093,252.104,252.369,251.530,254.271,249.933,247.938,254.765
5421,257.401,259.271,267.530,260.449,270.809,256.997,250.302,259.129,257.918,258.022,253.584,256.480,327.236,255.000,244.895,252.279,252.276,251.487,254.171,249.937,248.241,255.181
5422,257.724,259.217,267.456,260.654,270.906,256.626,250.585,259.113,257.990,258.102,253.649,256.466,326.573,254.974,245.006,252.465,252.458,251.424,254.125,250.118,248.686,255.520
5423,258.065,259.007,266.749,260.513,270.989,256.552,251.088,259.527,258.567,258.290,253.073,256.583,325.752,255.012,245.451,252.429,253.030,251.379,254.218,250.239,249.264,255.729
5424,258.124,258.703,265.794,260.303,270.805,256.893,251.627,260.074,259.341,258.317,252.596,256.919,324.912,255.084,246.144,252.019,253.453,251.089,254.668,250.446,249.688,255.749
5425,257.917,258.379,265.258,260.389,270.393,257.344,251.544,260.250,260.102,258.392,252.400,257.332,324.004,255.219,246.690,251.300,253.250,250.660,255.404,250.651,249.948,255.317
5426,257.917,258.187,265.335,260.286,270.001,257.486,251.161,259.785,260.502,258.608,252.441,257.583,323.148,255.141,246.812,250.725,252.486,250.359,256.029,250.663,250.058,254.550
5427,258.161,258.213,265.557,259.603,269.749,257.423,251.037,259.066,260.317,258.833,252.624,257.749,322.557,254.807,246.658,250.628,251.692,250.136,256.321,250.378,249.976,253.865
5428,258.664,258.468,265.544,258.615,269.626,257.301,251.235,258.711,259.754,258.806,252.620,258.040,322.324,254.400,246.378,251.015,251.379,249.894,256.196,249.978,249.606,253.745
5429,258.995,258.738,265.359,257.983,269.673,257.434,251.410,259.000,259.051,258.677,252.318,258.543,322.287,254.247,246.000,251.463,251.491,249.645,255.825,249.819,249.119,254.141
5430,258.811,258.861,265.254,257.773,269.855,257.806,251.373,259.508,258.689,258.581,251.865,258.865,322.034,254.490,245.656,251.693,251.586,249.535,255.354,250.017,248.974,254.462
5431,258.249,258.834,265.209,257.509,270.159,257.803,251.318,259.539,258.761,258.242,251.633,259.027,321.373,255.046,245.447,251.507,251.507,249.476,255.089,250.446,249.469,254.512
5432,257.525,258.656,264.861,257.034,270.338,257.156,251.422,259.117,259.096,257.812,251.796,259.157,320.456,255.612,245.557,251.300,251.479,249.472,255.071,250.819,250.296,254.590
5433,257.088,258.438,264.265,256.739,270.348,256.440,251.585,258.492,259.232,257.349,252.306,259.583,319.615,255.873,245.916,251.285,251.479,249.526,254.989,250.993,251.203,254.825
5434,257.281,258.283,263.888,256.620,270.289,256.437,251.422,257.980,259.205,256.995,252.669,260.103,319.019,255.737,246.502,251.436,251.224,249.647,254.761,251.104,251.598,255.217
5435,258.309,258.312,263.693,256.372,270.410,256.951,251.138,257.801,259.242,256.672,252.588,260.399,318.525,255.392,246.937,251.581,250.801,249.781,254.536,250.959,251.394,255.540
5436,259.668,258.301,263.488,256.269,270.673,257.311,251.131,258.016,259.440,256.242,252.045,260.126,318.047,255.050,246.892,251.607,250.780,249.844,254.475,250.660,250.650,255.596
5437,260.682,258.103,263.139,256.526,270.863,257.443,251.528,258.348,259.693,255.710,251.518,259.453,317.600,254.805,246.582,251.535,251.185,249.595,254.386,250.465,249.823,255.512
5438,260.751,257.949,262.617,257.261,270.869,257.732,252.005,258.699,259.676,255.446,251.518,258.848,317.242,254.725,246.300,251.391,251.818,249.188,254.046,250.653,249.445,255.235
5439,259.857,258.032,262.059,258.017,270.685,258.142,252.037,258.957,259.191,255.269,252.122,258.857,316.922,254.803,246.103,251.298,252.449,248.950,253.700,250.986,249.724,254.723
5440,258.664,258.339,261.655,258.376,270.389,258.071,251.523,258.676,258.703,254.860,252.931,259.256,316.625,254.851,246.044,251.414,252.790,249.004,253.593,250.988,250.227,253.930
5441,257.866,258.499,261.254,258.479,270.118,257.516,250.903,257.789,258.652,254.016,253.465,259.543,316.338,254.522,246.409,251.630,252.664,249.221,253.914,250.504,250.594,253.420
5442,257.829,258.338,260.871,258.611,269.853,257.107,250.809,256.691,258.952,253.204,253.633,259.112,315.998,253.741,247.053,251.812,252.437,249.418,254.371,249.923,250.867,253.711
5443,258.350,258.013,260.704,258.816,269.563,257.145,251.062,256.098,259.055,252.844,253.690,258.081,315.602,252.888,247.567,251.789,252.322,249.493,254.454,249.598,251.135,254.464
5444,258.631,257.875,260.777,258.936,269.324,257.426,251.247,256.156,258.816,253.468,253.539,257.170,315.264,252.498,247.641,251.391,252.315,249.619,254.132,249.752,251.302,254.914
5445,258.488,258.075,260.958,259.440,269.160,257.451,251.157,256.613,258.451,254.849,253.057,256.771,314.913,252.556,247.532,250.786,252.091,249.751,253.750,250.096,251.336,254.659
5446,258.244,258.686,261.087,260.201,269.202,257.276,251.131,257.000,258.372,255.973,252.400,256.892,314.418,252.745,247.300,250.214,251.329,249.755,253.804,250.458,251.366,254.110
5447,258.387,259.303,261.174,260.671,269.367,257.134,251.309,257.211,258.676,256.151,252.102,257.395,313.667,252.797,247.061,249.896,250.215,249.502,254.307,250.619,251.515,253.608
5448,258.760,259.600,261.153,260.393,269.450,257.276,251.463,257.477,258.925,255.097,252.322,257.879,312.731,252.990,247.055,249.831,249.276,249.063,254.714,250.672,251.670,253.428
5449,259.041,259.348,261.279,259.731,269.362,257.443,251.486,257.777,258.444,253.828,252.743,257.973,311.891,253.301,247.068,249.962,249.114,248.623,254.832,250.658,251.773,253.482
5450,258.917,258.742,261.463,258.987,269.130,257.413,251.212,257.512,257.297,252.968,252.808,257.794,311.403,253.530,246.686,250.393,249.521,248.310,254.514,250.911,251.837,253.580
