 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14
3654,294.340,284.107,296.794,281.682,292.078,284.898,289.900,322.850,299.126,271.467,302.082,300.829,292.777,310.222
3655,295.812,285.052,295.986,282.104,292.703,285.044,290.052,324.086,299.003,271.969,302.733,302.458,293.988,309.993
3656,296.936,285.725,295.245,282.326,292.735,285.264,290.190,324.867,298.830,272.496,303.171,303.553,294.959,309.277
3657,297.754,286.196,295.273,282.717,293.009,285.592,290.378,325.409,299.277,272.911,303.325,303.669,295.679,308.764
3658,298.474,286.584,295.832,283.179,293.703,286.010,290.766,326.027,300.256,273.305,303.324,303.218,296.111,308.605
3659,299.259,286.765,296.134,283.581,294.458,286.312,291.372,326.766,301.030,273.945,303.388,302.985,296.362,308.614
3660,300.013,286.586,295.851,283.745,294.784,286.484,291.942,327.441,301.219,274.894,303.455,303.382,296.722,308.711
3661,300.533,286.205,295.115,283.760,294.254,286.526,292.203,327.911,301.140,275.631,303.349,303.982,297.218,308.926
3662,300.709,285.867,294.235,283.571,292.916,286.437,292.182,328.105,301.193,275.932,303.079,304.205,297.674,309.132
3663,300.884,285.734,293.842,283.389,291.718,286.115,292.148,328.091,301.280,275.905,302.755,304.059,297.997,308.979
3664,301.167,285.695,294.000,283.707,291.522,285.510,292.420,327.966,301.525,276.058,302.566,303.882,298.277,308.404
3665,301.600,285.739,294.230,284.477,292.360,284.916,292.689,327.858,302.156,276.504,302.609,303.784,298.559,307.700
3666,302.095,285.935,293.950,285.149,293.467,284.958,292.593,327.851,303.206,277.080,302.751,303.743,298.970,307.349
3667,302.455,286.187,293.223,285.321,294.256,285.673,292.184,328.173,304.358,277.730,302.669,303.719,299.577,307.055
3668,302.473,286.643,292.602,285.333,294.720,286.636,292.004,328.913,305.366,278.568,302.108,303.716,300.314,306.418
3669,302.178,287.519,292.329,285.510,294.833,287.277,292.186,329.994,306.137,279.571,301.286,303.926,301.101,305.577
3670,301.966,288.610,292.300,285.891,294.620,287.592,292.522,331.053,306.758,280.582,300.514,304.397,301.515,305.016
3671,302.142,289.351,292.192,286.207,294.049,288.120,292.695,331.707,307.107,281.496,299.829,305.014,301.708,304.730
3672,302.429,289.462,292.002,286.159,293.571,289.225,292.752,331.860,307.266,282.049,299.087,305.503,302.074,304.099
3673,302.416,289.063,291.847,285.705,293.236,290.550,292.785,331.958,307.261,282.084,298.443,305.690,302.481,303.222
3674,302.176,288.351,291.808,285.141,292.793,291.314,293.038,332.261,307.248,281.894,298.181,305.758,302.574,302.755
3675,302.088,287.519,291.799,284.955,292.055,291.327,293.376,332.816,307.319,281.949,298.270,306.029,302.263,302.993
3676,302.225,286.821,291.722,285.033,291.305,291.178,293.539,333.293,307.380,282.356,298.387,306.320,302.007,303.467
3677,302.291,286.599,291.607,284.972,290.847,291.010,293.399,333.565,307.305,282.644,298.315,306.338,302.038,303.695
3678,302.133,286.893,291.309,285.003,290.625,290.741,293.102,333.619,307.149,282.717,298.054,306.006,302.099,303.446
3679,301.808,287.320,290.887,285.270,290.660,290.293,292.962,333.562,307.302,282.920,297.856,305.825,302.305,303.136
3680,301.458,287.519,290.520,285.641,290.847,289.940,293.063,333.447,307.892,283.370,297.998,306.048,302.848,303.185
3681,301.369,287.649,290.384,285.735,290.948,289.843,293.063,333.339,308.888,283.688,298.626,306.501,303.660,303.513
3682,301.678,288.070,290.573,285.750,290.839,289.723,292.557,333.161,309.745,283.628,299.459,306.841,304.245,303.910
3683,302.292,288.562,291.079,286.182,290.833,289.353,291.706,332.828,310.097,283.212,300.054,307.044,304.319,304.111
3684,302.752,288.597,291.787,286.977,291.049,289.044,290.868,332.340,309.948,282.637,300.207,307.266,304.151,303.968
3685,302.770,288.072,292.892,287.679,291.222,289.115,290.397,331.871,309.643,282.020,300.168,307.568,303.981,303.737
3686,302.451,287.549,294.002,287.659,290.793,289.709,290.351,331.713,309.332,281.259,300.215,307.727,303.964,303.506
3687,301.995,287.595,294.700,286.687,289.516,290.175,290.503,331.755,309.049,280.659,300.266,307.674,304.037,303.189
3688,301.692,288.074,294.837,285.313,288.193,290.084,290.461,331.749,308.678,280.471,300.071,307.680,304.023,302.836
3689,301.648,288.235,294.643,284.407,287.542,289.579,289.971,331.397,308.461,280.478,299.755,308.095,303.700,302.587
3690,301.742,287.854,294.441,284.068,287.674,289.134,289.194,330.676,308.590,280.356,299.661,308.775,303.189,302.397
3691,301.797,287.349,294.288,284.053,287.905,288.882,288.545,329.852,308.975,280.276,299.871,309.041,302.516,302.141
3692,301.764,287.192,294.050,283.889,287.856,288.817,288.294,329.317,309.410,280.376,300.090,308.654,301.722,301.894
3693,301.563,287.560,293.645,283.540,287.565,288.859,288.463,328.882,309.462,280.409,299.986,307.985,301.156,301.621
3694,301.130,287.980,293.285,283.025,287.127,288.969,288.656,328.287,308.995,280.102,299.407,307.423,301.142,301.314
3695,300.674,288.091,293.134,282.619,286.409,288.945,288.574,327.520,308.371,279.675,298.608,307.128,301.668,300.956
3696,300.241,287.898,293.197,282.381,285.862,288.723,288.192,326.992,308.082,279.447,298.078,306.937,302.351,300.584
3697,299.863,287.475,293.348,282.429,285.772,288.741,287.689,326.748,308.289,279.609,298.108,306.592,302.726,300.358
3698,299.305,286.734,293.441,282.747,285.856,288.982,287.173,326.435,308.599,279.726,298.431,305.927,302.667,300.307
3699,298.617,285.734,293.218,283.379,285.695,288.990,286.854,325.868,308.569,279.489,298.551,305.150,302.348,300.291
3700,298.027,284.789,292.844,283.937,285.331,288.254,286.827,325.317,307.931,278.754,298.154,304.817,301.752,300.374
3701,297.673,284.283,292.679,283.960,285.037,287.084,286.810,324.911,307.014,277.737,297.541,304.906,300.792,300.413
3702,297.258,284.253,292.787,283.538,284.830,285.997,286.645,324.614,306.303,277.159,297.010,304.953,299.675,300.379
3703,296.761,284.590,292.839,283.088,284.902,285.204,286.403,324.129,305.896,277.232,296.630,304.625,299.123,300.249
3704,296.529,285.124,292.782,282.780,284.945,284.647,286.390,323.283,305.664,277.575,296.443,303.994,299.507,300.136
3705,296.747,285.475,292.439,282.558,285.075,284.102,286.106,322.198,305.382,277.788,296.670,303.338,300.514,300.012
3706,297.163,285.475,291.844,282.503,285.055,283.500,285.046,321.383,304.759,277.863,297.499,302.991,301.284,300.344
3707,297.674,285.207,291.281,282.538,284.833,283.073,283.585,320.986,304.097,277.801,299.034,303.189,301.469,301.351
3708,298.501,285.124,291.151,282.341,284.424,283.003,282.415,320.928,303.896,277.464,301.022,304.109,301.381,302.945
3709,299.576,285.481,291.465,282.066,284.098,283.272,281.996,321.096,304.318,276.995,302.897,305.550,301.488,304.697
3710,300.525,285.972,292.012,281.982,283.954,283.500,282.123,321.349,305.149,276.465,304.377,307.071,301.752,306.208
3711,301.116,286.198,292.655,282.361,283.937,283.147,282.180,321.524,306.071,276.246,305.339,308.143,301.926,307.279
3712,301.540,285.985,293.290,282.962,283.781,282.217,281.827,321.572,306.747,276.099,305.944,308.446,302.023,307.859
3713,302.043,285.752,293.784,283.432,283.395,281.492,281.560,321.560,307.077,275.956,306.510,308.341,301.993,308.099
3714,302.699,286.026,294.062,283.419,282.810,281.340,281.768,321.728,307.311,275.867,307.158,308.462,301.607,308.273
3715,303.323,286.893,294.175,283.076,281.968,281.249,282.299,322.037,307.571,276.000,307.785,308.934,301.010,308.527
3716,303.715,287.612,294.233,282.740,280.865,280.510,282.645,322.070,307.767,276.392,308.185,309.396,300.795,308.760
3717,303.876,287.547,294.165,282.626,279.951,279.157,282.818,321.524,307.552,276.761,308.426,309.486,300.873,309.028
3718,303.893,286.556,294.091,282.846,279.657,278.039,282.896,320.688,306.928,276.892,308.800,309.408,300.718,309.379
3719,303.770,285.105,294.362,283.217,279.902,277.830,282.854,320.064,306.486,276.745,309.309,309.529,299.945,309.709
3720,303.396,283.791,295.113,283.596,280.207,278.346,282.522,319.793,306.638,276.224,309.600,309.820,298.959,309.938
3721,302.934,283.211,296.072,283.841,280.354,278.992,281.960,319.669,307.219,275.265,309.491,309.890,298.363,310.185
3722,302.648,283.693,296.902,283.846,280.424,279.432,281.518,319.462,307.585,274.243,309.214,309.657,298.212,310.416
3723,302.521,284.900,297.233,283.755,280.380,279.490,281.255,319.115,307.187,273.750,309.168,309.228,298.363,310.300
3724,302.374,286.046,296.962,283.881,280.167,279.202,281.056,318.749,306.042,273.905,309.439,308.648,298.618,309.834
3725,302.304,286.584,296.290,284.111,279.896,278.861,280.971,318.526,305.031,274.292,309.836,307.828,298.452,309.686
3726,302.516,286.401,295.602,283.864,279.818,278.838,281.161,318.495,304.659,274.414,310.102,306.947,297.752,309.979
3727,302.830,285.989,295.185,283.169,279.911,278.976,281.457,318.507,304.719,273.976,310.056,306.273,296.964,310.291
3728,302.927,285.606,294.875,282.369,279.764,278.806,281.574,318.418,304.733,273.177,309.678,305.970,296.622,309.940
3729,302.931,285.427,294.254,281.667,279.147,278.327,281.693,318.590,304.745,272.480,309.157,305.826,296.733,309.196
3730,303.155,285.712,293.398,281.071,278.700,277.830,281.919,319.484,305.019,272.487,308.896,305.888,297.160,308.771
3731,304.107,286.680,292.724,280.816,278.813,277.327,282.261,321.410,305.825,273.239,309.075,306.231,297.890,309.102
3732,305.876,288.124,292.626,281.131,279.354,276.733,282.159,323.930,306.975,274.381,309.334,306.730,298.962,309.695
3733,307.992,289.464,292.847,281.803,279.893,276.186,281.326,326.291,307.932,275.527,309.352,307.269,300.078,310.060
3734,309.700,290.416,292.959,282.354,280.109,275.733,280.102,328.059,308.443,276.387,309.012,307.586,300.722,310.012
3735,310.747,291.068,292.686,282.631,280.184,275.589,279.088,329.348,308.624,276.646,308.467,307.630,301.023,309.561
3736,311.299,291.532,292.247,282.790,280.363,275.801,278.541,330.296,308.613,276.482,308.156,307.580,301.156,308.991
3737,311.604,291.706,291.844,282.919,280.896,276.186,278.560,331.058,308.531,276.206,308.277,307.479,301.084,308.748
3738,312.000,291.540,291.621,283.025,281.594,276.416,278.942,331.628,308.481,276.099,308.550,307.228,300.895,309.000
3739,312.519,291.275,291.528,283.169,282.009,276.212,279.309,332.122,308.442,276.082,308.481,306.739,300.753,309.469
3740,312.982,291.115,291.369,283.391,282.115,275.882,279.372,332.374,308.230,276.281,307.923,306.218,300.788,309.711
3741,313.340,290.878,291.137,283.225,282.297,275.699,279.322,332.350,307.936,276.651,307.062,305.789,300.741,309.552
3742,313.776,290.623,290.868,282.538,282.628,275.537,279.315,332.140,307.604,276.821,306.308,305.382,300.412,309.055
3743,314.252,290.593,290.549,281.917,282.882,275.327,279.282,331.983,307.307,276.551,305.864,304.790,299.827,308.448
3744,314.347,290.708,290.038,281.917,282.651,275.018,278.837,331.858,306.898,276.086,305.533,304.279,299.182,307.797
3745,313.830,290.763,289.489,282.530,282.190,274.518,278.113,331.469,306.382,275.876,305.116,303.858,298.721,307.072
3746,312.950,290.595,289.185,282.962,281.844,273.956,277.534,330.804,305.888,276.005,304.638,303.514,298.462,306.321
3747,312.207,290.142,289.264,283.020,281.648,273.602,277.526,330.254,305.445,276.226,304.074,303.051,298.112,305.741
3748,311.953,289.721,289.547,282.942,281.772,273.547,278.075,330.135,305.201,276.365,303.452,302.485,297.551,305.540
3749,311.981,289.575,289.405,283.048,282.311,273.442,278.635,330.163,305.236,276.485,302.835,301.956,296.960,305.707
3750,311.839,289.542,288.803,283.293,282.942,273.212,278.670,330.006,305.247,276.670,302.430,301.335,296.630,305.794
3751,311.317,289.505,288.129,283.268,282.994,273.076,278.288,329.381,304.987,276.821,302.181,300.721,296.527,305.554
3752,310.750,289.257,287.983,282.707,282.539,273.385,277.925,328.584,304.480,276.735,302.208,300.278,296.381,305.146
3753,310.635,288.826,288.153,282.043,281.980,273.890,277.749,328.179,304.263,276.416,302.733,300.347,296.159,305.217
3754,311.206,288.625,288.213,281.732,281.640,274.097,277.653,328.566,304.808,276.005,304.000,301.157,296.164,305.866
3755,312.314,289.268,288.024,281.654,281.539,273.880,277.564,329.685,305.777,275.863,305.775,302.648,296.740,306.614
3756,313.699,290.728,288.029,281.444,281.957,273.202,277.426,331.229,306.610,275.892,307.359,304.094,297.781,307.118
3757,314.928,292.041,288.307,281.129,282.787,272.432,277.409,332.761,307.042,276.055,308.288,305.116,298.837,307.339
3758,315.862,292.584,288.791,280.914,283.516,271.809,277.568,334.053,307.234,276.361,308.843,305.755,299.645,307.543
3759,316.582,292.715,289.300,281.111,283.951,271.469,277.532,335.134,307.314,276.748,309.570,306.276,300.319,308.048
3760,317.049,292.902,289.883,281.730,284.101,271.042,277.322,336.068,307.546,277.055,310.416,306.891,300.729,308.737
3761,317.208,293.105,290.477,282.510,284.089,270.293,277.259,336.727,307.635,277.234,311.051,307.672,300.759,309.279
3762,317.180,293.050,290.930,283.000,283.778,269.403,277.539,337.134,307.280,277.339,311.307,308.245,300.427,309.656
3763,317.115,292.795,290.863,283.268,283.329,268.948,277.710,337.239,306.571,277.224,311.328,308.281,300.056,310.051
3764,317.230,292.501,290.496,283.636,283.035,269.076,277.384,337.111,306.044,276.841,311.363,307.826,299.951,310.531
3765,317.596,292.431,290.201,284.131,283.020,269.550,276.789,337.004,306.225,276.308,311.497,307.184,300.036,310.691
3766,318.098,292.902,290.168,284.174,283.265,269.995,276.403,337.076,307.066,275.772,311.671,306.671,300.030,310.367
3767,318.457,293.412,290.206,283.742,283.559,270.356,276.390,337.156,307.797,275.146,311.727,306.254,299.822,309.822
3768,318.410,293.606,290.113,283.283,283.625,270.220,276.422,337.008,307.761,274.215,311.451,305.687,299.310,309.589
3769,318.116,293.253,289.916,283.298,283.343,269.544,276.367,336.674,307.064,273.343,310.959,305.098,298.825,309.896
3770,317.837,292.667,289.686,283.836,282.573,268.793,276.319,336.460,306.247,272.900,310.761,304.896,298.521,310.374
3771,317.640,292.237,289.465,284.505,281.550,268.429,276.182,336.566,305.854,272.841,310.923,305.130,298.329,310.746
3772,317.269,292.105,289.398,284.934,280.582,268.283,275.967,336.776,305.852,272.967,311.041,305.492,298.056,310.797
3773,316.667,291.946,289.264,284.730,279.893,268.131,275.739,336.633,305.781,273.108,310.618,305.470,297.738,310.409
3774,316.047,291.937,289.012,284.202,279.556,268.220,275.537,336.040,305.382,272.889,309.742,304.775,297.466,309.702
3775,315.470,292.022,288.520,283.715,279.657,268.723,275.520,335.127,304.726,272.401,308.836,303.813,297.126,308.968
3776,315.155,291.880,288.273,283.460,280.092,269.393,275.699,334.277,304.162,271.885,308.234,303.045,296.600,308.282
3777,315.024,291.370,288.444,283.253,280.772,269.432,275.987,333.629,303.895,271.628,307.991,302.375,295.751,307.501
3778,314.770,290.845,288.827,282.980,281.499,268.801,276.069,333.011,303.980,271.462,307.892,301.492,294.849,306.582
3779,314.151,290.521,288.923,282.624,281.891,267.908,275.572,332.229,303.948,271.372,307.691,300.576,294.478,305.667
3780,313.347,290.270,288.410,282.104,281.599,267.215,274.645,331.391,303.549,271.370,307.247,299.875,294.836,304.751
3781,312.750,289.863,287.614,281.679,281.017,267.026,274.015,330.688,302.998,271.491,306.678,299.462,295.347,303.952
3782,312.358,289.318,287.086,281.561,280.478,267.230,274.159,330.311,302.506,271.531,306.137,299.103,295.401,303.386
3783,311.977,288.978,286.808,281.510,279.859,267.435,275.071,329.968,302.025,271.261,305.875,298.544,295.056,303.178
3784,311.401,288.980,286.609,281.495,278.911,267.445,276.240,329.391,301.423,270.819,305.905,297.869,294.607,303.328
3785,310.791,288.935,286.436,281.520,277.945,267.453,276.983,328.761,300.893,270.427,306.030,297.444,294.082,303.577
3786,310.224,288.473,286.398,281.593,277.571,267.728,277.336,328.388,300.420,270.086,306.260,297.376,293.397,303.538
3787,309.722,287.854,286.355,281.697,278.003,268.209,277.461,328.197,299.797,270.015,306.718,297.438,292.774,303.256
3788,309.349,287.423,286.326,281.485,278.974,268.233,277.328,327.956,299.171,270.423,307.198,297.418,292.652,302.942
3789,308.900,287.120,286.309,280.823,279.729,267.814,276.969,327.571,298.769,270.812,307.452,297.242,292.867,302.885
3790,308.198,287.026,286.398,279.907,279.856,267.338,276.466,327.158,298.742,270.458,307.386,296.843,292.915,303.127
3791,307.301,287.170,286.367,279.182,279.441,267.060,276.163,326.725,298.860,269.639,307.216,296.195,292.485,303.289
3792,306.545,287.312,286.333,278.803,278.876,267.183,276.223,326.157,298.876,269.188,307.072,295.471,291.730,303.185
3793,306.137,287.100,286.393,278.573,278.222,267.613,276.359,325.581,298.830,269.175,307.033,294.947,290.904,302.693
3794,306.106,286.608,286.240,278.227,277.550,268.126,276.061,325.228,298.832,269.071,307.109,294.662,290.030,302.002
3795,306.087,286.229,285.700,278.066,277.023,268.264,275.342,324.977,298.880,268.555,307.100,294.461,289.215,301.494
3796,305.838,286.174,285.041,278.460,276.591,268.005,274.939,324.557,298.788,267.859,306.750,294.216,288.727,301.372
3797,305.267,286.316,284.624,279.088,276.303,267.783,275.265,324.092,298.583,267.566,306.356,293.914,288.688,301.490
3798,304.470,286.325,284.556,279.220,276.277,267.796,276.109,323.928,298.487,267.788,306.372,293.569,288.816,301.751
3799,303.716,286.009,284.552,278.760,276.522,267.908,276.854,324.080,298.454,268.246,306.816,293.372,288.760,302.046
3800,303.271,285.471,284.209,278.588,276.568,267.924,277.056,324.241,298.142,268.294,307.228,293.511,288.437,302.245
3801,303.157,284.898,283.686,278.891,276.124,267.861,276.885,324.066,297.503,267.861,307.251,293.772,288.118,302.448
3802,303.183,284.451,283.137,278.995,275.435,267.657,276.518,323.459,296.877,267.266,306.916,293.817,288.112,302.711
3803,303.078,283.954,282.796,278.639,274.749,267.204,275.896,322.643,296.572,266.757,306.482,293.412,288.218,302.801
3804,302.774,283.342,282.659,278.071,274.184,266.626,275.104,321.905,296.689,266.726,306.168,292.763,288.179,302.342
3805,302.678,282.980,282.695,277.684,273.795,266.055,274.708,321.336,297.013,267.091,305.780,292.101,287.934,301.767
3806,302.768,282.893,282.990,277.604,273.723,265.843,274.820,320.853,297.316,267.515,305.357,291.508,287.697,301.497
3807,302.685,282.621,283.388,277.609,274.118,266.296,274.969,320.379,297.530,267.703,304.960,290.805,287.555,301.730
3808,302.111,282.039,283.609,277.672,274.905,267.065,274.608,319.888,297.379,267.779,304.684,290.219,287.352,302.212
3809,301.390,281.460,283.576,277.740,275.674,267.427,273.927,319.429,296.843,267.807,304.490,289.943,286.999,302.309
3810,300.888,281.126,283.472,277.598,276.046,267.272,273.263,319.138,296.088,267.774,304.464,289.855,286.695,302.007
3811,300.687,281.102,283.400,277.351,275.859,267.026,273.234,319.021,295.465,267.701,304.523,289.778,286.603,301.663
3812,300.513,281.253,283.633,277.230,275.349,266.793,273.676,318.865,295.211,267.653,304.396,289.728,286.469,301.570
3813,300.124,281.377,283.695,277.318,274.807,266.618,274.225,318.407,295.112,267.383,303.932,289.631,286.063,301.520
3814,299.536,281.403,283.293,277.247,274.130,266.555,274.432,317.732,294.890,266.664,303.363,289.311,285.514,301.176
3815,298.958,281.617,282.573,276.806,273.617,266.822,274.290,317.148,294.670,265.834,302.924,288.864,285.063,300.536
3816,298.535,281.943,282.110,276.207,273.700,267.270,274.086,316.759,294.704,265.423,302.696,288.509,284.789,299.792
3817,298.088,281.952,282.046,275.980,274.288,267.440,274.054,316.423,294.896,265.504,302.480,288.344,284.605,299.215
3818,297.467,281.492,281.978,276.073,274.841,267.081,274.081,315.986,294.775,265.566,302.107,288.192,284.559,298.824
3819,296.626,280.898,281.734,276.318,275.127,266.495,273.931,315.397,294.247,265.378,301.538,287.900,284.597,298.527
3820,295.860,280.277,280.974,276.545,275.130,265.906,273.509,314.970,293.648,265.281,300.995,287.465,284.448,297.993
3821,295.469,279.654,279.753,276.586,274.769,265.490,273.161,314.779,293.412,265.391,300.566,287.015,283.982,297.259
3822,295.310,279.096,278.712,276.442,274.167,265.555,273.280,314.668,293.360,265.547,300.391,286.637,283.438,296.570
3823,295.184,278.510,278.427,276.210,273.571,266.215,273.983,314.450,293.286,265.491,300.441,286.202,283.016,296.545
3824,295.024,278.098,278.559,275.967,273.236,267.168,274.772,313.998,292.992,265.281,300.507,285.560,282.779,297.099
3825,294.983,278.087,278.619,275.601,273.329,267.728,275.307,313.547,292.615,265.245,300.348,284.941,282.518,297.485
3826,295.144,278.444,278.609,275.154,273.458,267.675,275.468,313.208,292.377,265.414,299.843,284.716,282.167,297.321
3827,295.340,278.917,278.686,274.879,273.372,267.246,275.261,312.932,292.470,265.823,299.315,284.832,281.882,297.118
3828,295.397,278.985,278.918,274.917,273.190,267.126,274.900,312.645,292.800,265.949,298.907,285.045,281.759,297.180
3829,295.179,278.597,279.173,275.048,273.164,267.469,274.497,312.169,293.030,265.677,298.543,285.062,281.662,297.286
3830,294.650,278.068,279.245,275.278,273.435,267.861,274.167,311.484,292.929,265.292,298.127,284.832,281.600,297.021
3831,294.149,277.745,278.887,275.611,273.916,267.819,273.889,310.842,292.503,264.949,297.714,284.387,281.573,296.677
3832,293.999,277.658,278.388,275.775,274.265,267.576,273.676,310.526,292.170,264.595,297.611,283.816,281.552,296.651
3833,294.022,277.619,278.029,275.672,274.190,267.372,273.547,310.498,292.277,264.243,297.885,283.353,281.408,296.799
3834,293.843,277.706,277.890,275.227,273.847,267.071,273.724,310.548,292.695,264.153,298.270,283.257,281.200,296.695
3835,293.404,277.911,277.938,274.614,273.499,266.780,274.180,310.600,292.975,264.330,298.365,283.698,281.000,296.455
3836,292.875,278.118,278.161,273.990,273.357,266.725,274.633,310.674,293.016,264.763,298.154,284.385,280.864,296.316
3837,292.502,278.124,278.465,273.657,273.473,266.961,274.808,310.711,292.769,265.204,297.786,284.896,280.792,296.252
3838,292.245,277.911,278.806,273.856,273.674,267.395,274.894,310.539,292.171,265.432,297.450,285.079,280.759,296.079
3839,292.040,277.532,278.899,274.500,273.677,267.840,274.950,310.227,291.572,265.182,297.360,284.757,280.615,295.824
3840,291.806,277.022,278.518,275.346,273.562,267.832,274.996,309.740,291.231,264.664,297.373,284.017,280.179,295.594
3841,291.553,276.599,277.825,276.018,273.320,267.254,275.104,309.247,291.245,264.370,297.388,283.337,279.726,295.566
3842,291.370,276.536,277.374,276.371,273.124,266.594,275.351,308.888,291.392,264.343,297.298,282.959,279.574,295.739
3843,291.436,276.773,277.451,276.487,273.340,266.361,275.691,308.725,291.585,264.400,297.214,282.713,279.751,295.952
3844,291.653,277.000,277.746,276.460,273.839,266.529,276.088,308.765,291.780,264.498,297.261,282.331,280.018,296.083
3845,291.764,277.152,278.010,276.447,274.236,266.783,276.403,308.822,291.813,264.750,297.363,281.900,280.289,296.097
3846,291.534,277.229,278.348,276.437,274.020,266.764,276.349,308.695,291.725,264.956,297.424,281.715,280.500,296.069
3847,291.026,277.091,278.671,276.114,273.392,266.539,276.167,308.370,291.706,264.918,297.487,281.776,280.452,295.737
3848,290.633,276.649,278.705,275.528,272.807,266.236,276.000,307.952,291.744,264.588,297.493,281.817,280.086,295.069
3849,290.529,275.919,278.295,275.013,272.666,266.120,276.086,307.566,291.709,264.265,297.441,281.520,279.667,294.473
3850,290.516,275.298,277.981,274.758,272.948,265.992,276.355,307.195,291.679,264.161,297.317,280.917,279.570,294.508
3851,290.332,274.946,278.098,274.551,273.372,265.772,276.574,306.912,291.692,264.252,297.097,280.458,279.725,295.042
3852,289.858,274.837,278.333,274.197,273.354,265.712,276.322,306.792,291.604,264.078,296.734,280.576,279.989,295.515
3853,289.284,274.824,278.343,273.818,272.807,266.089,275.712,306.763,291.344,263.655,296.419,281.252,280.230,295.598
3854,288.748,274.736,278.108,273.765,272.291,266.772,275.200,306.762,290.769,263.310,296.181,281.991,280.208,295.365
3855,288.447,274.447,278.058,274.040,272.184,267.301,275.192,306.757,290.145,263.120,296.096,282.213,279.937,295.079
3856,288.451,274.190,278.343,274.222,272.608,267.283,275.568,306.623,289.745,263.029,295.914,281.915,279.518,294.956
3857,288.545,274.083,278.748,274.146,273.386,266.832,275.929,306.214,289.624,263.026,295.630,281.621,279.177,295.072
3858,288.388,274.096,278.933,274.083,273.983,266.309,275.898,305.679,289.803,263.075,295.399,281.562,279.162,295.210
3859,287.895,274.185,278.686,274.470,273.821,266.003,275.342,305.274,289.904,263.007,295.282,281.530,279.353,295.035
3860,287.390,274.122,278.312,274.851,273.193,266.144,274.397,304.909,289.698,262.765,295.232,281.408,279.582,294.337
3861,287.263,273.998,278.079,274.851,272.674,266.432,273.608,304.487,289.410,262.487,295.250,281.295,279.942,293.621
3862,287.525,273.911,277.866,274.366,272.305,266.770,273.265,304.042,289.330,262.363,295.423,281.204,280.425,293.379
3863,287.815,273.904,277.453,273.520,271.749,267.044,273.280,303.697,289.456,262.339,295.852,281.136,280.742,293.524
3864,287.642,273.763,276.842,272.679,271.081,267.359,273.372,303.531,289.544,262.374,296.361,281.094,280.730,293.670
3865,287.059,273.499,276.225,272.086,270.695,267.628,273.196,303.415,289.498,262.334,296.750,281.021,280.484,293.374
3866,286.436,273.320,276.005,271.833,270.597,267.678,272.910,303.278,289.502,262.182,297.059,281.169,280.023,292.891
3867,285.932,273.161,276.161,271.636,270.527,267.306,272.720,303.112,289.415,261.909,297.389,281.586,279.492,292.487
3868,285.516,273.037,276.290,271.682,270.467,266.887,272.605,302.944,289.247,261.602,297.837,282.003,279.104,292.210
3869,285.232,273.002,275.974,272.038,270.288,266.707,272.741,302.809,289.164,261.509,298.458,282.094,278.871,291.961
3870,285.240,273.305,275.508,272.591,270.020,266.751,273.238,302.661,289.314,261.708,299.063,281.941,278.737,291.536
3871,285.628,273.826,275.403,272.801,269.876,266.948,273.937,302.469,289.558,261.872,299.352,281.764,278.705,290.947
3872,286.333,274.253,275.439,272.654,270.285,266.887,274.482,302.281,289.623,261.874,299.257,281.817,278.559,290.665
3873,286.848,274.431,275.398,272.611,271.239,266.492,274.620,302.035,289.403,261.927,298.961,282.079,278.222,291.095
3874,286.741,274.320,275.528,273.149,272.153,265.916,274.468,301.733,289.113,262.268,298.706,282.384,277.658,291.965
3875,286.098,273.943,275.885,273.914,272.539,265.487,274.296,301.421,288.822,262.710,298.633,282.566,277.081,292.938
3876,285.458,273.606,276.158,274.207,272.441,265.411,274.167,301.280,288.610,263.089,298.632,282.656,276.937,293.626
3877,285.117,273.318,276.065,273.949,272.360,265.675,273.829,301.463,288.458,263.358,298.743,282.689,277.233,293.707
3878,284.981,273.072,275.727,273.745,272.179,265.997,273.359,301.785,288.399,263.536,299.051,282.640,277.663,293.529
3879,284.931,272.791,275.707,273.722,271.859,266.065,273.180,301.923,288.462,263.460,299.447,282.409,277.741,293.587
3880,285.155,272.675,275.983,273.692,271.568,265.990,273.401,301.806,288.594,263.184,299.885,282.145,277.286,293.896
3881,285.516,272.826,276.168,273.699,271.354,265.707,273.917,301.397,288.586,262.825,300.165,281.941,276.582,294.199
3882,285.671,272.959,276.067,273.843,271.343,265.283,274.455,300.868,288.509,262.566,300.196,281.736,276.112,294.245
3883,285.548,272.959,276.014,273.836,271.677,264.919,274.660,300.392,288.484,262.241,299.987,281.731,276.137,293.910
3884,285.268,273.035,276.132,273.361,272.239,265.055,274.365,300.179,288.547,261.938,299.646,282.077,276.537,293.339
3885,285.032,273.155,276.199,272.540,272.602,265.521,273.785,300.170,288.492,262.091,299.453,282.486,277.033,292.854
3886,284.894,273.155,276.381,271.907,272.403,266.149,273.413,300.110,288.176,262.600,299.675,282.609,277.381,292.788
3887,284.884,272.898,276.664,271.672,272.000,266.665,273.470,299.912,287.626,262.920,300.139,282.355,277.447,293.134
3888,284.945,272.442,276.731,271.588,272.009,266.827,273.637,299.687,287.115,262.681,300.411,282.017,277.440,293.575
3889,284.880,272.301,276.355,271.649,272.536,266.416,273.605,299.619,286.849,262.062,300.233,281.828,277.344,293.875
