 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21
2322,511.817,491.165,496.172,517.834,511.731,494.931,510.163,495.595,496.187,498.432,517.287,511.986,493.692,521.219,518.141,500.803,500.898,491.906,497.802,494.584,501.073
2323,511.447,501.616,500.665,516.098,505.640,490.809,506.403,494.539,497.975,499.747,518.046,511.976,493.484,519.703,517.123,500.552,498.566,490.662,494.872,493.957,503.404
2324,513.392,492.607,498.585,518.050,510.848,498.928,509.951,496.724,504.118,501.123,518.427,511.187,495.809,519.640,514.569,507.191,501.173,490.689,497.678,492.069,504.118
2325,513.553,494.815,499.365,516.031,504.778,497.273,509.065,499.173,499.505,498.350,518.488,511.113,494.876,516.885,515.815,507.556,496.803,491.859,499.811,493.491,497.827
2326,515.736,493.725,498.937,518.139,517.559,501.906,505.072,492.742,495.832,501.257,519.293,510.339,495.329,516.984,515.464,503.893,500.963,490.674,499.415,494.793,498.491
2327,510.359,493.742,497.351,513.859,513.613,499.069,509.671,491.804,503.305,501.091,516.308,511.697,493.192,517.722,519.103,509.030,498.103,491.551,497.521,490.840,501.181
2328,510.663,494.021,497.962,518.434,513.549,497.732,507.606,488.546,501.056,503.448,517.887,514.106,493.819,518.088,516.983,505.223,501.233,487.992,498.794,493.174,503.816
2329,512.663,492.635,501.143,520.307,509.690,499.287,508.300,498.606,503.931,506.308,518.419,513.174,495.558,516.094,519.575,507.605,501.024,491.788,493.338,491.501,502.029
2330,514.469,493.006,499.698,512.766,506.377,501.425,510.463,492.582,503.380,504.292,516.268,512.853,496.695,521.663,518.781,508.987,500.815,492.126,499.444,492.866,501.134
2331,509.974,493.921,496.877,515.102,507.909,502.188,509.094,493.111,506.044,505.131,519.090,511.360,495.779,519.532,515.589,507.663,498.463,489.426,500.807,495.750,504.430
2332,512.234,493.313,498.763,514.965,507.613,504.702,507.901,497.330,506.517,503.598,517.380,512.263,493.554,514.753,519.534,508.779,499.531,490.407,496.868,494.959,503.409
2333,516.495,493.335,498.441,511.305,512.899,502.519,507.776,498.253,505.336,503.973,517.960,513.367,496.158,521.705,519.568,513.654,501.481,490.654,494.371,495.738,499.202
2334,513.729,495.712,499.808,514.500,512.885,502.152,508.684,494.629,506.421,505.813,519.169,511.399,495.702,520.133,516.746,508.710,502.522,490.227,494.051,495.069,500.832
2335,515.963,495.788,498.436,515.467,502.960,502.279,506.108,493.330,503.483,502.723,516.849,510.066,498.956,514.892,518.300,511.773,502.824,491.270,494.798,494.361,502.806
2336,518.396,495.719,497.797,515.523,510.465,506.144,508.797,494.500,506.121,500.455,519.231,509.483,493.182,516.329,516.021,507.841,500.577,494.727,498.183,496.943,501.249
2337,516.385,498.509,496.482,515.110,511.337,502.182,508.674,493.160,505.542,506.267,517.150,510.436,492.985,517.740,517.737,511.391,502.315,491.752,493.415,492.617,499.294
2338,516.381,491.624,497.110,513.012,508.232,502.580,505.137,498.201,497.966,505.331,515.847,512.484,495.055,516.035,516.466,506.603,502.453,493.099,495.436,495.858,503.136
2339,519.267,495.948,499.667,514.871,505.428,500.157,506.564,498.103,503.333,504.855,514.748,512.147,496.014,514.587,517.753,505.562,501.272,493.439,494.766,498.507,502.593
2340,521.590,491.796,499.945,511.969,509.525,502.041,504.210,494.735,502.396,505.792,515.054,509.571,494.877,514.671,518.750,508.054,498.044,490.308,496.356,497.844,503.843
2341,519.714,491.069,499.907,515.552,510.418,503.967,509.949,493.518,503.393,502.567,516.289,511.076,494.253,513.434,515.940,507.187,502.491,492.629,497.725,494.963,500.501
2342,516.099,497.180,497.630,515.112,504.640,505.503,506.651,489.897,502.984,506.938,514.205,506.756,495.090,515.581,514.257,512.045,500.484,491.687,494.607,496.647,501.449
2343,521.883,491.365,499.795,513.869,509.505,504.039,506.166,500.397,502.969,502.655,515.444,510.127,497.190,518.577,518.747,509.172,499.480,492.935,497.754,497.542,502.984
2344,526.209,493.916,496.434,509.722,511.727,495.959,507.685,492.992,505.592,503.541,515.127,510.656,494.569,516.068,514.915,508.442,499.338,492.881,493.823,495.270,497.795
2345,523.872,493.768,496.895,509.485,504.906,501.077,507.363,495.126,502.707,504.105,518.015,510.646,492.518,514.556,515.655,506.569,500.077,488.235,495.988,497.229,499.478
2346,521.810,495.534,495.076,512.429,508.253,505.282,506.121,492.008,502.231,499.865,516.331,509.327,494.999,510.450,516.980,505.886,499.282,487.965,496.674,496.213,505.509
2347,517.399,492.985,498.040,514.402,501.508,504.340,507.007,493.237,500.701,503.473,512.951,508.725,493.204,512.057,515.748,510.062,496.753,490.381,494.297,499.331,500.698
2348,517.557,495.006,498.014,507.956,504.232,499.859,510.175,494.593,504.692,503.904,514.113,508.387,492.597,510.753,515.489,516.521,496.369,490.121,497.332,496.694,499.034
2349,514.110,490.391,496.323,514.334,509.532,505.285,508.906,495.727,500.287,503.404,513.435,509.275,492.328,510.769,518.554,516.637,501.243,492.710,497.067,498.495,497.016
2350,519.872,499.114,495.943,512.612,509.862,499.351,509.678,493.696,502.928,502.013,514.888,507.753,494.141,510.051,516.168,509.459,498.246,486.990,497.301,495.895,498.197
2351,516.648,493.326,496.862,512.861,507.606,499.989,503.886,491.477,505.573,502.506,516.044,508.318,494.505,508.448,516.630,517.234,498.029,488.889,494.214,495.436,501.123
2352,519.883,494.685,495.622,512.073,513.121,500.387,508.134,491.186,501.695,503.701,515.761,506.606,493.910,509.699,516.109,515.569,497.675,490.495,496.511,494.905,502.919
2353,515.945,497.245,498.574,515.214,510.094,504.541,507.714,490.155,503.065,502.381,515.859,509.256,491.866,511.452,516.349,515.421,497.840,492.291,500.391,491.527,500.333
2354,513.136,494.964,498.212,512.846,504.902,503.740,507.519,493.644,502.324,501.820,516.321,508.557,495.349,511.010,520.298,515.918,498.262,489.490,494.460,497.744,502.026
2355,518.777,498.944,497.638,511.967,505.465,499.517,508.338,489.021,500.925,502.174,517.767,509.819,493.212,512.452,518.281,519.983,494.425,489.407,498.452,496.256,501.472
2356,524.201,496.006,497.715,513.272,510.822,501.561,506.637,491.673,504.417,501.520,519.434,508.862,496.719,513.996,519.469,520.015,501.291,485.767,494.014,495.604,500.071
2357,511.286,493.393,499.164,514.587,504.939,505.177,508.564,493.853,503.642,501.760,515.479,509.036,497.335,515.427,522.834,516.794,497.070,493.334,496.542,496.373,503.073
2358,519.480,494.146,503.860,512.189,508.539,498.246,509.727,488.812,499.156,506.136,519.578,510.471,495.427,510.384,520.759,517.906,499.643,493.712,499.073,500.337,503.157
2359,518.487,498.906,500.895,510.145,512.976,501.108,509.577,491.345,500.153,505.819,520.131,511.618,496.737,515.047,524.295,515.217,500.433,495.727,498.505,491.428,503.375
2360,518.568,494.910,498.577,510.575,508.727,501.638,507.459,497.271,503.944,507.819,520.528,509.902,497.044,513.734,522.383,513.833,500.267,492.176,499.407,497.055,506.451
2361,516.454,498.925,499.169,509.207,510.114,497.906,508.445,492.747,504.009,508.070,520.316,511.195,498.021,518.503,523.405,517.247,500.601,495.228,498.806,496.698,502.874
2362,521.018,499.906,501.769,510.913,513.832,495.796,511.821,494.781,502.576,507.702,521.698,509.592,499.237,519.977,524.034,521.242,498.486,494.192,497.122,494.783,505.278
2363,516.158,494.910,501.770,510.859,504.997,502.478,506.362,489.840,502.349,511.311,520.061,509.825,498.060,515.945,519.967,520.328,497.784,494.540,497.065,498.858,502.535
2364,518.791,501.702,499.066,510.710,509.310,501.119,504.637,494.938,500.754,507.984,517.962,507.666,497.460,517.018,520.619,517.236,499.784,494.848,496.407,495.475,502.617
2365,517.473,496.285,498.167,505.913,515.468,499.909,504.595,494.881,500.508,507.331,518.769,509.626,498.524,517.714,519.304,515.644,499.713,490.757,498.361,498.262,502.879
2366,515.018,499.414,502.731,507.131,506.987,497.514,510.141,494.706,499.399,506.665,517.192,509.905,497.997,514.789,518.807,518.979,501.958,491.522,495.293,497.266,504.163
2367,511.773,497.665,498.298,512.162,507.515,498.315,506.394,494.894,498.935,510.751,517.919,508.861,495.046,514.693,519.772,520.275,500.717,494.606,497.945,495.400,502.585
2368,516.465,498.496,498.387,511.282,502.620,501.268,508.382,495.580,506.458,508.371,519.547,508.280,496.905,518.256,517.728,515.758,499.070,495.209,494.931,496.428,499.223
2369,516.703,499.582,498.795,511.272,505.882,497.950,505.599,500.322,501.084,508.919,516.305,508.225,497.730,514.838,516.486,520.798,498.344,492.788,501.228,500.002,507.572
2370,512.407,497.854,499.812,507.936,506.815,500.014,506.647,496.727,503.801,507.537,516.161,510.940,500.539,521.164,518.008,517.532,499.202,493.144,497.515,497.763,505.223
2371,516.791,497.955,498.314,503.079,500.825,499.094,505.241,494.291,498.283,506.604,514.769,508.619,498.925,515.059,517.293,511.541,499.019,494.758,500.438,492.874,506.538
2372,514.425,498.955,498.562,505.191,505.576,496.682,503.955,496.361,501.134,505.472,516.689,508.208,497.813,513.926,519.197,516.277,501.353,490.452,500.682,495.207,506.286
2373,514.414,498.775,501.565,508.952,501.051,502.746,505.850,491.198,502.539,507.493,518.556,508.902,498.237,516.399,515.568,518.324,498.778,493.680,501.297,494.280,502.622
2374,505.905,500.706,501.672,509.319,503.973,497.086,505.911,492.428,499.907,508.203,519.965,507.841,499.418,518.671,517.530,514.275,496.650,490.258,500.583,497.258,502.835
2375,513.934,493.391,498.936,505.759,504.350,501.746,506.537,495.430,497.963,507.202,516.338,508.502,499.568,514.405,519.036,520.893,499.307,495.596,501.497,495.892,503.546
2376,510.560,496.968,498.065,507.120,503.549,498.282,506.743,493.946,501.380,507.401,515.413,505.819,499.618,514.992,521.158,511.534,503.055,495.690,501.110,491.487,503.273
2377,511.179,496.841,498.874,506.317,504.980,495.696,509.503,494.137,505.090,505.529,517.139,505.169,499.681,513.716,519.738,519.901,499.773,494.702,500.540,495.710,502.010
2378,506.945,499.856,498.657,502.932,505.832,497.367,507.957,490.049,503.078,506.208,516.025,505.869,498.337,512.250,518.129,516.275,498.365,495.283,500.120,493.207,501.037
2379,509.670,496.202,497.372,508.168,503.949,495.765,506.774,494.209,501.570,506.325,516.524,505.971,497.544,520.894,519.022,514.605,501.726,490.339,498.120,495.333,502.921
2380,514.344,499.609,497.973,507.259,507.040,495.304,505.796,495.178,496.769,505.578,517.951,504.428,496.343,517.933,518.768,513.996,502.473,494.459,494.098,494.785,507.869
2381,511.242,496.721,499.427,505.643,505.768,500.580,510.767,492.170,503.720,505.562,516.569,506.121,497.807,519.200,518.747,520.770,499.953,492.295,492.452,492.418,498.483
2382,509.289,497.736,498.736,508.091,502.512,494.815,509.306,491.098,501.679,505.674,515.457,506.248,499.109,514.806,519.449,518.547,501.595,492.603,500.169,490.751,501.753
2383,510.960,498.386,494.668,503.112,503.222,496.022,506.671,491.786,497.991,506.390,515.539,507.233,495.589,516.160,519.965,514.972,497.150,493.007,498.322,495.568,502.349
2384,509.659,500.086,497.551,503.394,505.074,498.815,511.725,501.822,498.745,509.103,513.228,506.563,500.239,515.170,517.403,515.725,500.024,494.793,498.191,492.974,499.013
2385,505.304,498.700,499.930,508.255,502.650,495.011,508.620,500.384,497.620,506.453,514.785,505.667,495.814,516.679,520.657,515.957,498.792,494.977,500.485,495.639,499.617
2386,508.037,496.500,499.256,506.425,504.673,495.942,507.855,494.515,497.084,505.506,514.816,506.987,498.040,513.726,517.101,514.528,500.087,495.018,495.585,495.079,508.869
2387,505.059,494.225,498.456,509.197,503.189,502.282,513.150,495.423,504.427,507.137,515.053,505.312,497.314,513.822,521.029,515.624,499.301,494.573,498.825,490.181,505.417
2388,508.377,496.944,499.043,509.415,502.044,496.099,509.510,497.608,493.626,506.573,513.667,506.787,499.396,513.785,518.287,516.206,497.668,494.960,500.415,494.404,501.325
2389,513.165,499.558,497.535,507.427,507.024,493.796,511.262,496.943,504.383,506.771,516.196,508.221,497.793,513.086,518.958,513.382,499.163,492.914,496.454,494.753,502.806
2390,510.531,498.588,495.272,504.890,509.441,495.564,511.400,490.487,493.280,508.515,517.355,508.453,496.344,514.227,518.258,513.047,498.272,496.351,496.528,495.144,503.514
2391,507.066,497.049,502.400,506.083,506.306,499.387,507.700,493.838,500.044,508.024,515.220,506.110,496.505,516.734,518.165,514.363,500.665,494.074,500.026,490.629,503.391
2392,513.092,499.914,497.753,505.207,503.290,496.017,510.805,493.701,496.632,506.966,518.470,505.768,499.995,516.421,518.568,516.219,496.115,495.424,498.456,496.647,505.436
2393,509.678,500.270,498.710,510.788,501.155,495.972,508.430,492.343,500.913,510.352,519.762,506.248,496.175,515.145,519.625,511.187,500.035,498.469,497.334,496.126,505.428
2394,512.758,496.393,498.221,505.436,503.384,496.088,513.986,494.198,506.087,509.119,518.286,505.953,497.134,513.411,518.289,517.165,500.256,494.493,497.523,494.235,504.325
2395,507.070,494.820,499.876,507.232,502.000,494.669,513.072,493.191,496.944,503.832,516.552,507.817,498.951,514.622,517.466,513.258,500.034,495.171,500.904,498.696,503.869
2396,506.443,496.845,498.632,506.867,505.404,493.251,511.526,492.389,502.393,507.832,518.532,506.227,498.041,512.665,518.109,516.601,500.453,495.324,498.556,494.722,506.853
2397,502.696,498.421,500.242,502.942,504.714,491.334,510.510,493.299,499.383,510.049,521.714,504.266,496.853,515.002,518.239,510.723,501.121,495.045,496.752,492.254,503.625
2398,511.352,498.144,499.973,506.166,503.505,491.285,510.597,493.737,500.645,509.472,518.379,505.429,496.883,515.569,517.160,510.983,496.834,497.621,495.246,493.882,504.336
2399,507.747,498.337,498.316,507.568,502.795,494.111,507.165,491.832,499.713,506.444,515.439,507.464,496.662,512.939,515.251,515.017,500.299,498.642,497.165,491.434,505.913
2400,509.260,496.539,500.604,507.114,503.367,498.696,513.886,496.670,503.081,506.956,516.194,508.008,495.400,510.726,517.040,513.768,500.587,494.421,500.134,490.732,504.171
2401,509.604,495.901,499.857,505.608,500.293,496.666,509.105,491.631,499.442,505.969,518.286,505.824,497.584,511.429,514.942,509.893,497.842,492.752,500.063,491.179,502.827
2402,509.015,498.680,500.633,506.666,501.269,492.506,513.203,489.407,495.966,506.332,518.347,504.235,499.080,511.863,514.256,513.577,498.956,495.176,498.395,491.793,502.063
2403,508.678,500.661,501.590,504.689,507.222,499.519,510.293,492.724,494.639,506.728,517.626,504.211,498.837,509.294,514.744,513.024,496.955,497.682,498.206,491.367,505.026
2404,506.256,498.929,502.126,503.542,506.316,497.613,510.320,489.387,503.324,506.894,515.411,504.786,497.050,511.607,515.577,515.494,495.928,493.762,496.589,488.939,503.199
2405,510.505,499.258,500.855,502.807,501.603,492.981,508.664,492.134,495.960,507.100,516.387,505.035,498.594,509.630,516.006,513.294,500.504,496.651,499.721,486.996,505.685
2406,505.029,498.820,499.842,506.809,507.811,494.066,509.875,493.436,499.804,503.166,515.245,505.036,495.878,513.808,515.163,509.785,500.744,493.056,502.153,491.645,506.969
2407,506.370,496.865,501.137,505.797,504.020,496.530,509.136,493.320,499.430,505.585,517.557,504.179,496.382,514.127,514.333,510.281,498.136,494.161,499.538,493.746,499.073
2408,504.271,499.165,502.773,506.548,500.354,494.326,509.441,491.201,497.816,505.192,517.102,502.056,498.883,515.765,516.309,510.285,497.327,492.492,496.963,492.850,503.976
2409,500.256,492.996,502.476,503.712,503.522,493.268,509.454,491.948,496.907,501.312,518.095,505.190,497.253,511.509,517.476,512.582,499.051,494.828,499.729,491.195,504.417
2410,506.161,498.174,501.996,507.301,498.370,495.260,505.568,487.727,496.087,504.245,518.067,505.921,495.376,508.043,516.009,506.483,499.993,494.752,499.951,492.197,501.522
2411,502.725,495.835,503.028,504.432,501.495,492.983,512.669,487.564,498.617,505.026,516.381,504.745,497.877,509.703,517.653,508.210,500.818,498.811,495.265,495.189,503.651
2412,506.143,498.298,500.721,503.819,501.178,495.193,509.161,493.464,497.156,506.811,518.654,505.736,495.389,512.485,517.145,512.710,499.779,493.263,494.739,492.838,505.633
2413,505.711,498.541,504.782,503.479,501.384,497.461,512.635,489.848,496.732,501.562,517.037,508.658,498.951,510.272,517.580,507.318,501.542,497.205,497.456,494.152,505.827
2414,513.037,497.554,503.336,505.608,505.316,496.743,509.967,493.010,496.692,505.162,521.192,507.403,498.324,508.333,517.266,509.217,498.320,495.964,497.281,492.288,504.459
2415,508.304,494.727,503.261,503.017,503.215,495.152,504.510,488.845,498.028,501.072,518.446,506.950,498.818,510.701,519.311,511.871,497.910,495.020,494.055,492.757,502.005
2416,508.212,497.236,502.426,501.610,503.684,493.334,506.803,490.119,494.788,501.711,518.229,510.713,498.862,508.759,518.249,512.193,500.507,497.041,500.900,491.645,506.045
2417,507.289,498.092,504.356,502.338,504.741,499.094,513.058,498.188,496.502,504.980,521.973,510.467,498.367,514.540,519.187,510.393,501.997,490.791,498.831,491.400,502.270
2418,502.615,493.511,504.373,505.988,506.024,500.257,509.266,495.093,496.570,503.441,518.640,509.952,495.406,509.442,520.421,507.298,502.642,494.818,498.656,497.722,505.430
2419,508.359,496.715,502.199,506.326,506.933,495.713,508.765,489.918,492.340,502.342,520.965,509.496,499.520,509.341,518.756,512.105,500.637,492.909,498.081,489.990,501.451
2420,507.374,494.856,502.428,501.371,506.074,489.564,508.441,490.608,499.919,504.733,519.021,511.554,496.260,507.906,522.415,510.064,497.623,492.667,499.365,494.310,504.934
2421,503.652,491.835,504.673,507.654,504.000,490.011,513.233,491.198,497.237,500.285,519.857,514.001,497.609,504.542,518.399,515.541,498.782,495.743,495.888,491.233,499.423
2422,500.077,495.457,503.443,505.768,499.552,493.323,512.365,491.062,501.464,506.758,521.736,510.533,496.882,507.409,520.464,510.210,499.070,493.685,503.358,492.406,500.740
2423,502.516,495.189,503.841,504.836,502.283,491.356,511.284,492.590,493.791,505.853,520.765,509.497,498.634,508.863,518.966,510.114,499.793,492.882,500.014,493.229,499.042
2424,503.542,492.369,505.664,505.483,503.310,494.500,513.685,490.807,501.660,504.054,521.363,510.817,498.226,507.611,521.977,509.758,498.776,496.669,500.953,495.004,502.089
2425,509.956,494.614,503.365,503.102,503.545,499.169,507.669,489.894,498.087,503.486,521.704,513.715,497.881,507.159,520.515,510.908,499.117,495.922,499.193,493.915,502.861
2426,504.963,492.646,503.061,505.737,506.966,498.099,509.949,488.441,496.854,500.551,520.375,510.875,495.742,509.247,519.531,509.515,497.536,493.767,498.342,494.320,503.604
2427,505.121,497.309,503.041,505.958,504.535,489.403,511.530,492.247,496.813,502.334,519.190,511.076,497.402,509.139,520.548,511.560,499.395,494.026,500.126,494.897,499.556
2428,501.751,494.343,503.609,502.102,500.145,495.459,507.816,492.624,491.461,499.974,515.064,507.521,496.525,506.147,519.486,508.421,497.221,494.081,499.670,495.895,505.194
2429,503.842,498.418,506.496,503.743,503.434,496.006,507.248,492.232,496.916,501.376,519.295,508.867,497.114,503.315,517.706,511.170,502.383,491.429,500.293,493.442,503.934
2430,502.637,494.223,503.944,502.512,501.017,493.666,506.367,490.719,496.053,501.563,523.131,509.863,496.818,509.393,519.775,512.067,500.279,490.709,498.980,491.925,502.832
2431,498.388,493.519,499.421,506.224,497.694,492.948,511.472,491.722,499.340,501.498,519.151,509.908,497.078,507.855,517.499,508.912,500.047,493.877,497.485,493.623,497.113
2432,504.396,495.000,502.416,500.048,502.949,495.934,505.354,488.124,493.321,503.041,518.327,510.118,494.852,506.292,519.035,504.556,499.805,495.017,498.727,491.757,499.627
2433,506.766,496.783,503.294,499.919,501.869,491.334,508.420,489.430,491.386,499.210,518.378,508.198,497.178,506.534,518.533,506.163,495.545,493.523,498.403,491.396,497.328
2434,499.788,495.406,502.225,502.707,503.091,495.425,508.398,492.139,495.318,501.034,517.320,509.786,494.347,503.045,518.034,503.994,498.460,490.452,498.250,494.730,503.777
2435,498.549,493.365,500.788,501.197,505.051,496.500,513.280,488.853,495.879,496.947,520.250,509.506,493.901,503.912,517.395,508.019,500.328,492.866,497.271,491.250,499.472
2436,501.004,500.906,501.981,503.564,504.822,493.594,507.329,488.320,497.019,501.079,517.727,511.833,494.492,508.237,517.871,506.588,497.342,495.068,501.754,492.970,501.722
2437,504.282,497.026,501.529,503.091,503.293,492.227,506.107,487.825,493.259,500.722,519.294,508.683,495.433,503.102,518.377,503.895,494.397,491.795,494.635,492.783,498.625
2438,502.696,490.431,502.243,506.799,506.263,494.696,510.023,491.544,493.184,501.644,514.919,510.757,497.063,509.513,517.479,511.968,495.726,493.204,498.136,494.022,498.546
2439,498.637,494.470,502.922,501.990,505.633,494.058,508.210,489.240,493.667,499.038,516.691,508.727,493.915,505.910,520.353,508.024,495.241,489.724,499.261,491.899,503.630
2440,499.297,497.024,503.126,501.440,500.253,495.514,505.439,489.412,490.268,498.354,516.428,509.285,493.746,503.826,518.387,509.103,497.214,492.916,498.611,492.316,501.528
2441,503.253,495.850,502.409,503.867,503.212,499.086,506.316,490.247,494.642,498.538,515.723,509.556,495.894,501.399,519.280,509.931,496.279,493.692,498.116,488.874,508.693
2442,505.912,496.972,504.743,498.639,499.623,495.315,508.040,493.637,494.336,500.665,515.308,509.025,492.524,507.928,515.772,507.657,497.378,491.192,495.100,496.606,501.706
2443,499.817,495.631,503.134,502.485,505.818,501.193,510.727,490.570,494.480,501.685,516.900,507.348,496.990,502.877,518.235,505.835,497.328,493.907,497.100,493.819,501.163
2444,500.293,493.809,504.084,502.307,507.121,493.249,507.689,491.214,491.517,498.966,516.590,506.458,496.717,503.117,516.589,508.708,498.069,488.772,498.139,493.617,503.593
2445,497.498,491.912,499.154,501.927,504.633,490.680,508.427,492.469,493.330,501.146,515.190,507.669,496.589,505.037,517.634,508.777,498.901,494.200,498.149,489.034,500.858
2446,503.707,497.629,502.982,501.950,504.178,497.970,508.250,488.232,488.701,498.698,517.826,506.152,494.936,508.417,516.781,510.185,497.981,493.306,499.686,493.862,501.320
2447,501.381,491.835,501.091,500.763,507.236,491.765,508.828,488.276,490.069,501.923,514.833,508.293,495.245,506.503,516.685,507.337,495.115,492.528,497.587,489.485,494.832
2448,506.817,493.384,501.516,501.824,508.929,493.213,510.302,491.611,491.776,497.266,514.309,506.628,495.183,504.955,519.030,503.667,498.094,491.510,498.075,495.237,502.066
2449,500.538,499.215,500.237,502.139,504.343,495.459,509.819,490.552,492.243,499.064,515.305,510.486,490.525,504.932,513.710,504.899,498.958,492.344,497.016,493.570,498.165
2450,503.648,495.500,500.371,501.566,512.724,490.925,508.188,486.590,489.673,500.200,517.310,507.521,495.467,505.515,515.754,509.483,496.633,492.828,496.656,488.473,500.381
2451,507.949,491.798,502.492,499.342,503.707,498.445,506.977,487.546,490.598,497.998,513.540,505.840,494.345,506.932,515.325,506.876,495.627,492.411,494.306,494.726,502.585
2452,497.974,498.758,502.618,501.017,507.869,496.961,507.535,487.590,491.648,497.974,513.093,506.290,495.078,505.687,514.447,508.712,497.085,492.263,498.167,489.138,499.656
2453,502.938,502.727,500.128,501.023,506.125,498.942,513.479,493.696,496.713,495.933,511.387,507.694,495.417,505.493,514.325,504.781,497.691,490.967,499.196,491.941,499.738
2454,504.601,497.667,499.647,500.100,502.609,498.210,508.286,488.706,493.692,500.013,511.865,506.829,495.420,504.824,515.014,504.781,497.742,490.685,495.472,493.426,500.853
2455,501.018,499.631,499.335,497.197,505.384,494.917,506.454,489.327,495.642,498.612,510.887,507.176,495.544,503.456,518.246,506.627,495.787,493.161,499.756,491.982,499.761
2456,501.040,501.556,500.864,501.589,500.916,496.486,513.519,487.714,495.589,499.640,513.877,506.640,492.951,502.722,517.506,508.058,494.066,492.281,496.990,488.456,500.220
2457,497.253,498.109,500.642,498.983,506.118,502.624,512.524,488.428,492.785,501.840,513.458,507.767,494.188,505.397,515.678,506.384,501.397,492.507,499.265,491.692,506.197
2458,502.762,501.567,503.027,496.730,506.212,499.635,509.098,488.162,490.785,499.158,515.111,508.513,494.379,507.452,515.525,502.461,499.647,494.083,494.807,492.383,498.336
2459,499.070,500.240,502.037,499.674,502.663,499.597,514.137,487.698,490.287,500.899,514.577,506.457,493.943,506.718,516.306,507.854,498.807,493.727,497.939,493.187,500.669
2460,500.366,502.897,499.989,500.228,507.522,499.558,507.685,484.711,494.078,498.796,516.345,505.260,494.594,504.137,516.253,508.766,498.655,491.844,492.866,494.187,504.205
2461,501.938,502.247,501.047,501.344,506.579,500.627,510.213,480.162,490.741,500.620,514.698,508.173,494.406,504.571,518.880,508.273,495.046,492.061,497.770,493.063,505.730
2462,497.165,502.324,499.864,498.691,502.010,498.459,511.060,484.242,493.346,503.142,514.400,507.421,493.845,507.440,517.287,511.062,502.268,489.854,500.379,491.919,504.659
2463,499.630,503.461,499.656,504.654,502.724,500.939,508.177,485.827,494.950,504.767,520.756,509.927,495.085,509.503,518.436,509.955,497.334,494.227,495.580,495.862,507.052
2464,498.758,498.337,500.504,501.927,506.704,496.525,510.040,484.064,497.969,502.882,521.208,509.625,494.745,505.063,518.513,511.107,498.862,492.604,496.982,492.556,504.060
2465,500.886,497.719,501.530,501.556,499.599,499.003,509.045,487.371,492.044,502.766,526.375,509.923,497.373,507.517,518.978,508.384,499.080,494.015,497.868,491.229,504.801
2466,503.824,499.622,499.397,497.394,509.071,501.936,513.253,483.095,491.592,505.949,525.160,507.558,495.631,508.708,518.518,510.427,496.792,491.280,498.662,488.978,502.609
2467,498.168,500.071,501.622,503.651,507.515,496.928,508.354,483.799,496.358,505.435,527.383,510.144,495.902,501.311,517.488,512.292,498.400,495.371,504.145,489.637,502.816
2468,495.934,501.951,501.383,502.527,502.418,499.599,510.517,482.281,496.794,505.208,525.616,509.548,496.235,507.767,518.665,511.655,501.421,493.119,496.725,490.688,502.714
2469,498.996,501.367,502.863,500.915,500.596,497.826,510.973,487.521,493.274,509.384,526.558,512.036,497.790,502.824,519.921,507.401,501.439,492.781,495.143,488.018,507.092
2470,498.659,500.661,500.543,503.579,497.539,498.854,509.257,480.652,491.408,509.785,525.073,510.860,493.471,508.411,519.028,508.590,495.488,492.800,497.570,490.209,498.370
2471,501.136,502.322,501.601,503.678,506.407,496.630,512.374,481.631,495.847,506.467,526.524,510.919,498.170,509.677,519.274,515.863,497.084,494.626,497.599,491.771,502.937
2472,499.447,502.322,503.458,508.216,505.933,500.856,510.667,482.577,504.215,506.197,525.645,511.656,499.052,506.478,519.443,510.496,499.157,493.159,495.764,489.895,504.060
2473,495.864,498.882,501.852,505.295,501.051,500.450,509.790,482.799,495.190,509.219,524.754,510.875,500.253,510.503,521.280,520.564,496.898,490.119,494.420,492.588,501.276
2474,497.769,501.861,502.161,504.759,504.101,498.710,509.470,481.466,494.623,505.560,527.862,515.575,499.695,508.614,520.056,514.249,500.822,495.644,493.739,491.649,503.740
2475,496.835,500.185,502.859,504.504,509.451,504.030,509.215,482.451,500.922,507.468,527.845,512.770,500.642,507.301,518.610,515.811,502.136,494.603,498.287,490.456,508.470
2476,499.505,497.176,502.834,505.440,501.465,503.981,511.854,482.338,499.660,507.682,525.138,511.063,498.010,506.205,520.807,518.685,497.591,494.937,495.026,489.272,504.226
2477,493.161,501.006,505.761,504.423,506.815,493.834,508.378,481.997,497.162,507.065,529.929,512.351,498.861,506.871,521.175,516.090,498.744,495.876,493.709,490.915,504.360
2478,500.949,500.524,502.218,504.936,505.007,498.017,513.832,483.082,493.664,505.172,525.891,512.991,499.222,506.333,519.022,517.599,499.900,494.838,494.725,489.661,501.302
2479,503.359,504.989,504.983,508.083,501.643,497.552,508.362,480.593,501.265,509.752,528.730,510.950,497.384,507.016,518.507,514.785,499.138,497.773,496.864,487.698,506.273
2480,499.799,500.309,504.901,505.160,500.943,498.787,507.447,482.585,495.991,506.258,528.263,512.233,499.972,506.888,520.665,514.221,498.864,490.480,499.711,492.359,506.766
